A	Coef	t	p.value	p.value.adj	F	F.p.value	CasevsControl	Genes.Symbol	Genes.ID	Genes.Probe	Genes.ENTREZID	Genes.GENENAME	Genes.ALIAS
8.31	0.254	1.29	0.20272	0.430351	1.67	0.20272	0	NA	163385	hCT2276106,hCT13240.3,hCT2276103	NA	NA	NA
8.99	-0.427	-2.31	0.0257	0.121445	5.32	0.0257	0	KLC2L	217860	hCT2276115,hCT2276113,hCT13241.3	NA	NA	NA
8.94	0.431	1.55	0.12775	0.327179	2.41	0.12775	0	ASE-1	190825	hCT2276116.1,hCT11804.2	NA	NA	NA
11.34	0.376	2.34	0.02382	0.11536	5.47	0.02382	0	ZNF45	190068	hCT2276122,hCT30597.3	7596	zinc finger protein 45	KOX5, ZNF13, ZNF45
11.19	0.363	2.85	0.00661	0.050084	8.11	0.00661	0	NA	701997	hCT2276124	NA	NA	NA
15.06	-0.17	-1.36	0.18046	0.402272	1.85	0.18046	0	VASP	140226	hCT2276130,hCT1967148.1,hCT11807.3,hCT2276133	7408	vasodilator-stimulated phosphoprotein	VASP
8.15	-0.006	-0.03	0.97871	0.991149	0	0.97871	0	GIPR	181402	hCT2276145,hCT11803.2	2696	gastric inhibitory polypeptide receptor	PGQTL2, GIPR
8	0.054	0.25	0.80408	0.906823	0.06	0.80408	0	IGSF4C	142768	hCT2276153.1,hCT2276151.1	NA	NA	NA
12.74	-0.342	-3.25	0.00217	0.023937	10.57	0.00217	-1	MGC51082	166377	hCT2276156.1,hCT1641327.4	NA	NA	NA
11.67	-0.038	-0.38	0.70504	0.851665	0.15	0.70504	0	XRCC1	154454	hCT2276166,hCT2276164,hCT2276161	7515	X-ray repair cross complementing 1	RCC, XRCC1
13.6	-0.191	-1.44	0.15807	0.371949	2.06	0.15807	0	ETHE1	183171	hCT2276170,hCT2276168,hCT2276172	23474	ETHE1, persulfide dioxygenase	HSCO, YF13H12, ETHE1
9.07	-0.042	-0.16	0.87504	0.94142	0.03	0.87504	0	PHLDB3	164416	hCT2276175	653583	pleckstrin homology like domain family B member 3	PHLDB3
20.57	0.126	1.01	0.31573	0.552716	1.03	0.31573	0	PSG9	163073	hCT2276186,hCT2276184,hCT2353173	5678	pregnancy specific beta-1-glycoprotein 9	PS34, PSBG-11, PSBG-9, PSG11, PSGII, PSG9
10.2	-0.137	-0.99	0.3277	0.564832	0.98	0.3277	0	NA	228607	hCT2276189	NA	NA	NA
20.65	-0.049	-0.44	0.6653	0.827907	0.19	0.6653	0	PSG2	173477	hCT2276195,hCT2276194	5670	pregnancy specific beta-1-glycoprotein 2	CEA, PSBG2, PSG1, PSG2
19.22	-0.524	-2.14	0.03739	0.153747	4.6	0.03739	0	PSG11	115454	hCT2276197	5680	pregnancy specific beta-1-glycoprotein 11	PSBG-11, PSBG-13, PSG13, PSG14, PSG11
20.83	0.286	3.12	0.00314	0.030537	9.74	0.00314	1	PSG7	139074	hCT2276199.1	5676	pregnancy specific beta-1-glycoprotein 7 (gene/pseudogene)	PSBG-7, PSG1, PSGGA, PSG7
19	-0.646	-1.71	0.0937	0.273059	2.93	0.0937	0	PSG6	114219	hCT2276201,hCT2276202	5675	pregnancy specific beta-1-glycoprotein 6	PSBG-10, PSBG-12, PSBG-6, PSG10, PSGGB, PSG6
13.02	0.205	2.45	0.01826	0.097107	6	0.01826	0	THUMPD3	192551	hCT2276212,hCT1797614.1,hCT2276215,hCT1958785.1,hCT2276214,hCT1958786.1	25917	THUMP domain containing 3	THUMPD3
8.13	-0.107	-0.47	0.6441	0.813961	0.22	0.6441	0	NA	225999	hCT2276223	NA	NA	NA
8.05	0.318	1.75	0.08757	0.261771	3.05	0.08757	0	LOC151835	214846	hCT2276225.1,hCT2276229	NA	NA	NA
14.7	-0.092	-0.97	0.33535	0.572181	0.95	0.33535	0	FLJ22405	165933	hCT2276232,hCT2276227,hCT2276228,hCT2276223,hCT2276226	NA	NA	NA
9.71	-0.706	-2.87	0.00623	0.048204	8.24	0.00623	-1	OGG1	206306	hCT2276247,hCT11447.2,hCT1797595.1,hCT12638.2,hCT12636.1,hCT2276241,hCT2276245,hCT2276242,hCT2276244	4968	8-oxoguanine DNA glycosylase	HMMH, HOGG1, MUTM, OGH1, OGG1
8.82	-0.057	-0.24	0.80976	0.910041	0.06	0.80976	0	OGG1	147764	hCT2276247,hCT11447.2,hCT1797595.1,hCT12638.2,hCT12636.1,hCT2276242	4968	8-oxoguanine DNA glycosylase	HMMH, HOGG1, MUTM, OGH1, OGG1
8.77	-0.18	-0.95	0.34679	0.582744	0.9	0.34679	0	NA	132498	hCT2276252.1,hCT2344196,hCT1797618.1	NA	NA	NA
13.12	0.074	0.31	0.76079	0.883443	0.09	0.76079	0	ARPC4	109744	hCT2276257.1,hCT2276259,hCT2276255.1	10093	actin related protein 2/3 complex subunit 4	ARC20, P20-ARC, ARPC4
14.55	-0.056	-0.57	0.5731	0.765203	0.32	0.5731	0	TTLL3	161020	hCT2276258.1,hCT2276257.1,hCT2276256,hCT2276255.1	26140	tubulin tyrosine ligase like 3	HOTTL, TTLL3
14.45	0.011	0.07	0.94733	0.977134	0	0.94733	0	ARPC4	182239	hCT2276260,hCT2276257.1,hCT2276259	10093	actin related protein 2/3 complex subunit 4	ARC20, P20-ARC, ARPC4
12.79	-0.367	-3.31	0.00184	0.021354	10.96	0.00184	-1	CRELD1	197063	hCT2276262.1,hCT2348430,hCT2348435,hCT2348434,hCT2276251.1,hCT2276263,hCT2354123	78987	cysteine rich with EGF like domains 1	AVSD2, CIRRIN, CRELD1
8.98	-0.925	-4.15	0.00014	0.003687	17.26	0.00014	-1	GLTSCR1	167576	hCT2276278,hCT1814448.2	NA	NA	NA
9.28	-0.135	-0.57	0.56836	0.76232	0.33	0.56836	0	CRX	131410	hCT2276289	1406	cone-rod homeobox	CORD2, CRD, LCA7, OTX3, CRX
11.13	0.208	0.85	0.4016	0.630571	0.72	0.4016	0	NA	148794	hCT22763.1	NA	NA	NA
10.4	0.126	0.55	0.58594	0.774532	0.3	0.58594	0	C5R1	200114	hCT2276304,hCT1814442.2	NA	NA	NA
8.1	0.14	0.55	0.58477	0.773915	0.3	0.58477	0	NA	230525	hCT2276315	NA	NA	NA
10.18	0.435	1.86	0.06894	0.225601	3.47	0.06894	0	NA	230946	hCT2276347	NA	NA	NA
8.57	0.706	1.69	0.09815	0.280749	2.85	0.09815	0	NA	232260	hCT2276359	NA	NA	NA
8.06	0.045	0.15	0.88049	0.944661	0.02	0.88049	0	NA	228457	hCT2276364	NA	NA	NA
13.21	0.104	0.74	0.46468	0.682916	0.54	0.46468	0	DUSP8	142827	hCT2276366,hCT1823204.2	1850	dual specificity phosphatase 8	C11orf81, HB5, HVH-5, HVH8, DUSP8
12.23	-0.317	-2.38	0.02159	0.108439	5.67	0.02159	0	HCCA2	158772	hCT2276369,hCT1952268.1,hCT1952269,hCT2276368,hCT32109.2	NA	NA	NA
8.23	0.338	1.45	0.1533	0.365055	2.11	0.1533	0	CACNB4	165987	hCT22764.3,hCT2294717	785	calcium voltage-gated channel auxiliary subunit beta 4	CAB4, CACNLB4, EA5, EIG9, EJM, EJM4, EJM6, CACNB4
12.17	-0.549	-1.64	0.10814	0.297046	2.69	0.10814	0	IGF2	214267	hCT2276401,hCT2276402,hCT2276403	3481	insulin like growth factor 2	C11orf43, GRDF, IGF-II, PP9974, IGF2
19.72	-0.442	-3.81	0.00042	0.007727	14.51	0.00042	-1	LOC492304	129922	hCT2276401,hCT2276403	NA	NA	NA
13.2	-0.01	-0.06	0.95316	0.979807	0	0.95316	0	YWHAQ	214185	hCT2276405,hCT2276406,hCT2276407	10971	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein theta	14-3-3, 1C5, HS1, YWHAQ
17.24	0.038	0.36	0.72272	0.861373	0.13	0.72272	0	NA	159268	hCT2276420,hCT1828861.1	NA	NA	NA
7.76	-0.242	-1.14	0.2612	0.497406	1.29	0.2612	0	NA	116084	hCT2276432.1	NA	NA	NA
9.01	0.195	0.73	0.46712	0.685013	0.54	0.46712	0	NA	136223	hCT2276437	NA	NA	NA
10.94	-0.136	-1.44	0.15816	0.372045	2.06	0.15816	0	ADCK4	162469	hCT2276438,hCT2276436.1,hCT2276437,hCT2353163,hCT2345216	NA	NA	NA
11.88	-0.099	-0.42	0.67899	0.836762	0.17	0.67899	0	ADCK4	134150	hCT2276438,hCT2276436.1,hCT2353163,hCT2345216	NA	NA	NA
8.26	0.377	1.71	0.09373	0.2731	2.93	0.09373	0	NUMBL	154086	hCT2276441	9253	NUMB like, endocytic adaptor protein	CAG3A, CTG3a, NBL, NUMB-R, NUMBLIKE, NUMBR, TNRC23, NUMBL
8.96	0.006	0.02	0.98222	0.992708	0	0.98222	0	NA	236931	hCT2276445.1	NA	NA	NA
8.4	0.123	0.64	0.5255	0.731187	0.41	0.5255	0	NA	232306	hCT2276470	NA	NA	NA
10.54	0.048	0.27	0.78464	0.896285	0.08	0.78464	0	RHOQ	217259	hCT2276491,hCT2276492,hCT2276494,hCT2276489,hCT2276495,hCT2276497	23433	ras homolog family member Q	ARHQ, HEL-S-42, RASL7A, TC10, TC10A, RHOQ
12.2	-0.008	-0.06	0.95106	0.979004	0	0.95106	0	RHOQ	142100	hCT2276492,hCT2276494,hCT2276489,hCT2276495,hCT2276497	23433	ras homolog family member Q	ARHQ, HEL-S-42, RASL7A, TC10, TC10A, RHOQ
12.57	-0.576	-2.32	0.0252	0.119881	5.36	0.0252	0	WARP	172273	hCT2276503,hCT2276501,hCT2276504,hCT2353007,hCT2353008	NA	NA	NA
9.21	-0.322	-1.65	0.10593	0.293755	2.72	0.10593	0	ATAD3B	223453	hCT2276510.1,hCT2276508.1	83858	ATPase family, AAA domain containing 3B	AAA-TOB3, TOB3, ATAD3B
9.57	-0.11	-0.47	0.63759	0.809948	0.22	0.63759	0	ATAD3B	224279	hCT2276510.1,hCT2276509.1,hCT2276508.1	83858	ATPase family, AAA domain containing 3B	AAA-TOB3, TOB3, ATAD3B
12.27	-0.376	-2.16	0.03579	0.149297	4.68	0.03579	0	ATAD3B	224173	hCT2276510.1,hCT2276509.1,hCT2276508.1,hCT2288652	83858	ATPase family, AAA domain containing 3B	AAA-TOB3, TOB3, ATAD3B
11.87	-0.168	-0.99	0.32711	0.564214	0.98	0.32711	0	OSBPL10	100890	hCT2276519	114884	oxysterol binding protein like 10	ORP10, OSBP9, OSBPL10
8.77	0.394	1.83	0.07424	0.236382	3.34	0.07424	0	NA	197797	hCT2276522,hCT2342979,hCT2343798	NA	NA	NA
10.48	0.016	0.09	0.92992	0.96906	0.01	0.92992	0	NA	234019	hCT2276524	NA	NA	NA
15.86	0.115	1.09	0.27975	0.516701	1.2	0.27975	0	NA	234900	hCT2276528.1	NA	NA	NA
7.96	-0.006	-0.02	0.98067	0.992004	0	0.98067	0	NA	233736	hCT2276533.1	NA	NA	NA
9.53	-0.077	-0.3	0.76585	0.885832	0.09	0.76585	0	NA	228903	hCT2276540	NA	NA	NA
10.95	-0.071	-0.4	0.68947	0.842932	0.16	0.68947	0	NA	230388	hCT2276547	NA	NA	NA
7.88	0.156	0.62	0.53981	0.741474	0.38	0.53981	0	NA	235564	hCT2276577	NA	NA	NA
8.73	0.25	0.96	0.3434	0.579657	0.92	0.3434	0	NA	710416	hCT2276578	NA	NA	NA
11.62	1.028	6.64	0	1.1e-05	44.14	0	1	KARCA1	226603	hCT2276581,hCT2349479,hCT2352701,hCT2352700,hCT2276583,hCT2276582	NA	NA	NA
14.57	-0.107	-1.17	0.24759	0.482231	1.37	0.24759	0	NIT1	143621	hCT2276586,hCT10942.3,hCT2276584,hCT1950447.1	4817	nitrilase 1	NIT1
15.5	-0.052	-0.56	0.57597	0.767345	0.32	0.57597	0	USP21	118764	hCT2276595,hCT2276596.1,hCT1804993.2,hCT2276594	27005	ubiquitin specific peptidase 21	USP16, USP23, USP21
14.1	0.118	0.49	0.62695	0.803052	0.24	0.62695	0	FCER1G	153297	hCT2276607,hCT2276608	2207	Fc fragment of IgE receptor Ig	FCRG, FCER1G
9	-1.211	-4.13	0.00015	0.003889	17.06	0.00015	-1	NA	218234	hCT2276613.1	NA	NA	NA
15.66	0.562	6.06	0	4.6e-05	36.74	0	1	SDHC	118968	hCT2276617,hCT2276616.1,hCT1815703.1,hCT2276615,hCT2276614	6391	succinate dehydrogenase complex subunit C	CYB560, CYBL, PGL3, QPS1, SDH3, SDHC
7.92	-0.028	-0.14	0.88893	0.948488	0.02	0.88893	0	GNG8	122004	hCT2276619	94235	G protein subunit gamma 8	GNG8
8.97	1.419	3.8	0.00044	0.007962	14.41	0.00044	1	NA	228781	hCT2276625	NA	NA	NA
7.83	0.026	0.08	0.93394	0.97093	0.01	0.93394	0	SLAMF7	135333	hCT2276626,hCT11935.3	57823	SLAM family member 7	19A, CD319, CRACC, CS1, SLAMF7
12.82	-0.034	-0.33	0.7395	0.870953	0.11	0.7395	0	NA	235718	hCT2276630	NA	NA	NA
8.23	0.119	0.55	0.58811	0.77639	0.3	0.58811	0	NA	232005	hCT2276638	NA	NA	NA
13.84	-0.673	-4.29	9e-05	0.002801	18.37	9e-05	-1	STRN4	153178	hCT2276657,hCT2276656	29888	striatin 4	PPP2R6C, ZIN, zinedin, STRN4
12.77	-0.064	-0.44	0.66464	0.827529	0.19	0.66464	0	PRKD2	103604	hCT2276658	25865	protein kinase D2	HSPC187, PKD2, nPKC-D2, PRKD2
9.05	-0.779	-3.13	0.00309	0.030216	9.78	0.00309	-1	NA	228088	hCT2276662	NA	NA	NA
15.57	-0.2	-1.86	0.06997	0.22769	3.45	0.06997	0	SLC39A1	175715	hCT2276674,hCT2276668,hCT2276672,hCT2276670,hCT2276669	27173	solute carrier family 39 member 1	ZIP1, ZIRTL, SLC39A1
11.48	-0.309	-2.39	0.02125	0.107288	5.7	0.02125	0	NA	128143	hCT2276676,hCT9292.3	NA	NA	NA
15.15	-0.143	-1.02	0.31285	0.549976	1.04	0.31285	0	P66beta	195955	hCT2276678.1	NA	NA	NA
12.05	0.046	0.15	0.88362	0.946101	0.02	0.88362	0	ILF2	212291	hCT2276685,hCT2276687	3608	interleukin enhancer binding factor 2	NF45, PRO3063, ILF2
9.14	-0.248	-0.94	0.35021	0.585845	0.89	0.35021	0	SLC4A7	163733	hCT2276694,hCT1951232,hCT2276690,hCT1951231.1	9497	solute carrier family 4 member 7	NBC2, NBC3, NBCN1, SBC2, SLC4A6, SLC4A7
8.78	-0.356	-1.34	0.18831	0.412114	1.78	0.18831	0	FLJ32685	138336	hCT2276700,hCT2276704.2	NA	NA	NA
8.38	-0.155	-0.59	0.55961	0.755781	0.35	0.55961	0	NA	708204	hCT2276730	NA	NA	NA
12.74	0.37	1.98	0.05404	0.194236	3.91	0.05404	0	NA	148733	hCT2276735	NA	NA	NA
15.86	-0.686	-2.78	0.00793	0.056324	7.72	0.00793	0	SH3BP5	197839	hCT2276739,hCT1951702.1,hCT2354115,hCT17896.3	9467	SH3 domain binding protein 5	SAB, SH3BP-5, SH3BP5
9.41	0.38	1.7	0.09538	0.276049	2.9	0.09538	0	NA	115890	hCT2276745.1,hCT2276749.1,hCT34643.4	NA	NA	NA
7.53	0.256	1.24	0.22113	0.452659	1.54	0.22113	0	PGLYRP4	147770	hCT2276761,hCT1952288.1,hCT1827784.2	57115	peptidoglycan recognition protein 4	PGLYRPIbeta, PGRP-Ibeta, PGRPIB, SBBI67, PGLYRP4
12.26	0.254	2.25	0.02911	0.131674	5.08	0.02911	0	MRPS25	169529	hCT2276765,hCT1951713.1	64432	mitochondrial ribosomal protein S25	MRP-S25, RPMS25, MRPS25
16.06	0.01	0.13	0.89831	0.953209	0.02	0.89831	0	JTB	191279	hCT2276802,hCT2276822,hCT2276810,hCT2276819,hCT2276814,hCT2276807	10899	jumping translocation breakpoint	HJTB, HSPC222, PAR, hJT, JTB
8.29	0.204	1.08	0.28672	0.523638	1.16	0.28672	0	NA	230024	hCT2276806	NA	NA	NA
15.51	-0.009	-0.06	0.95545	0.980724	0	0.95545	0	RAB13	210403	hCT2276812,hCT2276824,hCT2276804,hCT2276817	5872	RAB13, member RAS oncogene family	GIG4, RAB13
11.13	0.379	1.56	0.1246	0.323036	2.45	0.1246	0	PTPN3	160925	hCT2276834,hCT2276829,hCT1958113.1,hCT18732.3	5774	protein tyrosine phosphatase, non-receptor type 3	PTP-H1, PTPH1, PTPN3
7.99	-0.519	-2.49	0.0164	0.090251	6.22	0.0164	0	EPB41L4B	185297	hCT2276841	54566	erythrocyte membrane protein band 4.1 like 4B	CG1, EHM2, EPB41L4B
10.26	0.343	1.84	0.07229	0.232267	3.39	0.07229	0	NA	170260	hCT2276841,hCT2276839,hCT1776399.2	NA	NA	NA
10.48	-0.356	-1.22	0.2284	0.461238	1.49	0.2284	0	C9orf5	174552	hCT2276850.1,hCT2276853.1	NA	NA	NA
8.17	-0.908	-3.03	0.00409	0.036496	9.15	0.00409	-1	AKT2	121831	hCT2276852,hCT11881.3	208	AKT serine/threonine kinase 2	HIHGHH, PKBB, PKBBETA, PRKBB, RAC-BETA, AKT2
8.67	-0.314	-1.37	0.17712	0.397395	1.88	0.17712	0	NA	706291	hCT2276861.1	NA	NA	NA
9.51	0.592	2.75	0.00862	0.059488	7.54	0.00862	0	TNFRSF10A	129544	hCT22769.3	8797	TNF receptor superfamily member 10a	APO2, CD261, DR4, TRAILR-1, TRAILR1, TNFRSF10A
7.78	-0.18	-0.69	0.49107	0.704231	0.48	0.49107	0	NA	229419	hCT2276925	NA	NA	NA
8.6	0.006	0.03	0.97561	0.989607	0	0.97561	0	KIAA0565,FLJ36492,MGC87631	184468	hCT2276939,hCT1766646.2	NA	NA	NA
11.99	-0.143	-1.44	0.15649	0.369665	2.08	0.15649	0	NF1	164232	hCT2276972.1,hCT2276975.1,hCT2345161,hCT2276968.1,hCT2276974,hCT2276971.1	4763	neurofibromin 1	NFNS, VRNF, WSS, NF1
9.4	-0.259	-1.11	0.27079	0.507251	1.24	0.27079	0	NA	600497	hCT2276980	NA	NA	NA
8.18	-0.383	-1.46	0.15096	0.361748	2.13	0.15096	0	PVR	149750	hCT2276985,hCT2353125	5817	poliovirus receptor	CD155, HVED, NECL5, Necl-5, PVS, TAGE4, PVR
11.65	0.148	1.28	0.20548	0.43344	1.65	0.20548	0	CEAL1	230194	hCT2276989.1,hCT2353126,hCT2353127	NA	NA	NA
10.31	0.593	3.16	0.00278	0.028096	10.01	0.00278	1	NA	234501	hCT2276997	NA	NA	NA
8.07	0.784	2.9	0.00567	0.045418	8.44	0.00567	1	LY6H	173179	hCT22770.3,hCT2274485,hCT2274488,hCT2274487	4062	lymphocyte antigen 6 family member H	NMLY6, LY6H
14.71	-0.231	-2.34	0.02376	0.115213	5.48	0.02376	0	TOMM40	145818	hCT2277007,hCT2277006,hCT2353153,hCT2295673.1	10452	translocase of outer mitochondrial membrane 40	C19orf1, D19S1177E, PER-EC1, PEREC1, TOM40, TOMM40
14.47	0.503	3.65	0.00067	0.010779	13.33	0.00067	1	APOC4	152848	hCT2277012	346	apolipoprotein C4	APO-CIV, APOC-IV, APOC4
9.24	0.032	0.11	0.91054	0.959207	0.01	0.91054	0	APOC2	115390	hCT2277015,hCT11410.3,hCT1950656.1	344	apolipoprotein C2	APO-CII, APOC-II, APOC2
9.66	0.737	2.91	0.00562	0.045084	8.46	0.00562	1	ZNF223	182884	hCT2277025,hCT2277026,hCT2353090,hCT1646079.3	7766	zinc finger protein 223	ZNF223
11.5	-0.042	-0.36	0.72192	0.860929	0.13	0.72192	0	ZNF224	163302	hCT2277029,hCT2277028,hCT1647899.3,hCT2277033,hCT2277032	7767	zinc finger protein 224	BMZF-2, BMZF2, KOX22, ZNF233, ZNF255, ZNF27, ZNF224
10.29	0.275	1.38	0.17564	0.395551	1.89	0.17564	0	ZNF225	108532	hCT2277036,hCT30601.3	7768	zinc finger protein 225	ZNF225
11.8	0.453	3.14	0.00299	0.029479	9.85	0.00299	1	ZNF234	207008	hCT2277041,hCT1828609.2	10780	zinc finger protein 234	HZF4, ZNF269, ZNF234
8.16	-0.188	-0.96	0.34291	0.579311	0.92	0.34291	0	NETO1	226128	hCT2277045.1	81832	neuropilin and tolloid like 1	BCTL1, BTCL1, NETO1
13.37	0.457	3.87	0.00035	0.006895	14.94	0.00035	1	ZNF226	226452	hCT2277046	7769	zinc finger protein 226	ZNF226
14.28	0.06	0.6	0.55114	0.750043	0.36	0.55114	0	NA	204401	hCT2277063,hCT2277060	NA	NA	NA
11.36	-0.428	-3.48	0.00112	0.01534	12.12	0.00112	-1	ROD1	173247	hCT2277063,hCT2277060,hCT2277061,hCT2349843	NA	NA	NA
7.68	0.586	2.18	0.03446	0.146262	4.76	0.03446	0	C9orf84	219866	hCT2277068.1,hCT1648384.4,hCT2277069.1	158401	chromosome 9 open reading frame 84	C9orf84
9.08	0.307	1.16	0.25415	0.48941	1.33	0.25415	0	ARPP-21	227647	hCT2277082,hCT2277081	NA	NA	NA
12.68	-0.257	-1.5	0.1401	0.346452	2.26	0.1401	0	CRTAP	171056	hCT2277091,hCT2277093	10491	cartilage associated protein	CASP, LEPREL3, OI7, P3H5, CRTAP
11.42	0.363	2.11	0.04022	0.161436	4.46	0.04022	0	CRTAP	101670	hCT2277091,hCT2277093,hCT2277095	10491	cartilage associated protein	CASP, LEPREL3, OI7, P3H5, CRTAP
10.02	0.285	0.9	0.37544	0.608263	0.8	0.37544	0	CNOT10	134667	hCT2277171,hCT2277170	25904	CCR4-NOT transcription complex subunit 10	CNOT10
12.88	-0.279	-2.95	0.00499	0.041707	8.71	0.00499	-1	CNOT10	166470	hCT2277171,hCT2354091,hCT2277170	25904	CCR4-NOT transcription complex subunit 10	CNOT10
7.91	0.273	1.12	0.26683	0.503244	1.26	0.26683	0	CCR4	109505	hCT2277175,hCT2354047	1233	C-C motif chemokine receptor 4	CC-CKR-4, CD194, CKR4, CMKBR4, ChemR13, HGCN:14099, K5-5, CCR4
8.7	-0.544	-2.59	0.01275	0.076801	6.73	0.01275	0	NA	230824	hCT2277184	NA	NA	NA
9.1	0.13	0.61	0.54175	0.742843	0.38	0.54175	0	NA	234077	hCT2277186	NA	NA	NA
7.36	-0.035	-0.21	0.83435	0.921662	0.04	0.83435	0	NA	230914	hCT2277197	NA	NA	NA
7.29	-0.619	-2.47	0.01724	0.093402	6.11	0.01724	0	NA	228659	hCT2277213	NA	NA	NA
14.16	0.118	0.91	0.36653	0.600634	0.83	0.36653	0	UBQLN4	196262	hCT2277218,hCT2352651,hCT2277219,hCT2277217,hCT1954431.1	56893	ubiquilin 4	A1U, A1Up, C1orf6, CIP75, UBIN, UBQLN4
11.84	0.089	0.78	0.43712	0.661293	0.61	0.43712	0	ARHGEF2	141136	hCT2277225.1,hCT2277227.1,hCT2277223.1,hCT2351568,hCT2351567,hCT2277226.1,hCT2277224.1	9181	Rho/Rac guanine nucleotide exchange factor 2	GEF, GEF-H1, GEFH1, LFP40, P40, ARHGEF2
7.84	-0.734	-3.15	0.0029	0.028852	9.92	0.0029	-1	NA	144996	hCT2277249	NA	NA	NA
14.83	-1.136	-5.12	1e-05	0.000426	26.24	1e-05	-1	GBA	150003	hCT2277266.1,hCT2277268.2,hCT2277267.2,hCT2352748	2629	glucosylceramidase beta	GBA1, GCB, GLUC, GBA
15.6	-0.758	-4.2	0.00012	0.003348	17.64	0.00012	-1	GBAP,GBA	120719	hCT2277266.1,hCT2277268.2,hCT2277271.2,hCT2277267.2,hCT2352748	NA	NA	NA
16.04	-0.083	-0.49	0.62551	0.801991	0.24	0.62551	0	NA	146877	hCT2277271.2	NA	NA	NA
15.53	-0.42	-2.96	0.00492	0.041265	8.75	0.00492	-1	KRTCAP2	113230	hCT2277280	200185	keratinocyte associated protein 2	KCP2, KRTCAP2
8.14	0.213	1.15	0.25509	0.490542	1.33	0.25509	0	C19orf15	234908	hCT2277292,hCT1642286.2,hCT1965856.1,hCT1965855,hCT2277287,hCT34149.4,hCT2277281	NA	NA	NA
7.68	0.038	0.22	0.82334	0.916428	0.05	0.82334	0	NA	195031	hCT2277292,hCT1642286.2,hCT1965856.1,hCT2277287,hCT34149.4,hCT2277281	NA	NA	NA
7.06	-0.217	-1.08	0.2862	0.523265	1.16	0.2862	0	NA	191607	hCT2277292,hCT34149.4	NA	NA	NA
7.08	-0.36	-1.89	0.06524	0.218025	3.57	0.06524	0	NA	231994	hCT2277296	NA	NA	NA
11.64	-0.58	-3.81	0.00041	0.007628	14.55	0.00041	-1	ACTN4	169123	hCT2277319,hCT2277310.1,hCT2277312.1	81	actinin alpha 4	ACTININ-4, FSGS, FSGS1, ACTN4
13.96	-0.135	-1.06	0.29408	0.530922	1.13	0.29408	0	NA	548935	hCT2277322	NA	NA	NA
10.91	-0.733	-2.85	0.00657	0.0499	8.12	0.00657	-1	NA	207763	hCT2277338	NA	NA	NA
8.08	-0.119	-0.49	0.6251	0.801663	0.24	0.6251	0	NA	235402	hCT2277342,hCT2277341,hCT2277344,hCT2277339	NA	NA	NA
14.09	0.178	1.01	0.31786	0.554808	1.02	0.31786	0	ADAM9	183965	hCT2277351,hCT2277349,hCT2277353	8754	ADAM metallopeptidase domain 9	CORD9, MCMP, MDC9, Mltng, ADAM9
7.84	0.122	0.69	0.49523	0.707121	0.47	0.49523	0	IL29	223584	hCT2277371	NA	NA	NA
15.97	-0.571	-4.13	0.00016	0.003902	17.04	0.00016	-1	ZFP36	179827	hCT2277378,hCT34637.3	7538	ZFP36 ring finger protein	G0S24, GOS24, NUP475, RNF162A, TIS11, TTP, zfp-36, ZFP36
13.68	-0.255	-2.81	0.0073	0.053367	7.9	0.0073	0	TIMM50	177061	hCT2277396,hCT2277395,hCT2277398	92609	translocase of inner mitochondrial membrane 50	TIM50, TIM50L, TIMM50
7.52	0.34	1.12	0.26835	0.504888	1.26	0.26835	0	MAPK8	105711	hCT2277437,hCT2277431,hCT2277436,hCT1950805.1,hCT2277430,hCT14846.3,hCT2277439,hCT2277433,hCT2277438,hCT2277429	5599	mitogen-activated protein kinase 8	JNK, JNK-46, JNK1, JNK1A2, JNK21B1/2, PRKM8, SAPK1, SAPK1c, MAPK8
7.43	-0.178	-0.61	0.54648	0.746253	0.37	0.54648	0	SULT2A1	196316	hCT2277443,hCT1965763.1	6822	sulfotransferase family 2A member 1	DHEA-ST, DHEAS, HST, ST2, ST2A1, ST2A3, STD, hSTa, SULT2A1
7.4	-0.338	-1.7	0.09594	0.277097	2.89	0.09594	0	FLJ40321	232966	hCT2277444	NA	NA	NA
7.83	-0.017	-0.06	0.94983	0.978346	0	0.94983	0	ZNF541	169421	hCT2277456,hCT2353144,hCT1814453.1	84215	zinc finger protein 541	ZNF541
12.67	0.076	0.81	0.41936	0.646625	0.66	0.41936	0	ELP3	131072	hCT2277459,hCT8337.2	55140	elongator acetyltransferase complex subunit 3	KAT9, ELP3
13.88	-0.021	-0.18	0.85847	0.934151	0.03	0.85847	0	NA	152075	hCT2277460,hCT11628.3	NA	NA	NA
9.9	-0.617	-3.44	0.00128	0.016674	11.81	0.00128	-1	MEIS3	142993	hCT2277469,hCT2277471,hCT2277465,hCT1950211.1,hCT1814451.2,hCT2277466	56917	Meis homeobox 3	MRG2, MEIS3
7.91	-0.167	-0.73	0.47071	0.687933	0.53	0.47071	0	PNOC	182582	hCT2277470,hCT7765.3	5368	prepronociceptin	N/OFQ, NOP, OFQ, PPNOC, ppN/OFQ, PNOC
11.3	0.231	0.79	0.43212	0.657251	0.63	0.43212	0	EXTL3	187105	hCT2277485.1,hCT2277489.1,hCT6498.4	2137	exostosin like glycosyltransferase 3	BOTV, EXTL1L, EXTR1, REGR, RPR, EXTL3
