A	Coef	t	p.value	p.value.adj	F	F.p.value	PEvsC	Genes.PROBEID	Genes.ENTREZID	Genes.SYMBOL
9.71	0.097	0.28	0.79217	0.999995	0.08	0.79217	0	217957_at	29105	CFAP20
9.78	-0.028	-0.11	0.91917	0.999995	0.01	0.91917	0	217958_at	51399 /// 100500840	TRAPPC4 /// MIR3656
9.73	-0.041	-0.14	0.89392	0.999995	0.02	0.89392	0	217959_s_at	51399 /// 100500840	TRAPPC4 /// MIR3656
8.87	-0.005	-0.03	0.97985	0.999995	0	0.97985	0	217960_s_at	56993	TOMM22
8.44	0.162	1.04	0.34188	0.999995	1.07	0.34188	0	217961_at	54977	SLC25A38
11.36	-0.025	-0.11	0.91293	0.999995	0.01	0.91293	0	217962_at	55505	NOP10
12.15	-0.007	-0.03	0.97364	0.999995	0	0.97364	0	217963_s_at	27018	BEX3
9.58	0.071	0.37	0.72313	0.999995	0.14	0.72313	0	217964_at	54902	TTC19
8.96	-0.046	-0.22	0.83207	0.999995	0.05	0.83207	0	217965_s_at	29115	SAP30BP
7.71	-0.179	-0.27	0.79683	0.999995	0.07	0.79683	0	217966_s_at	116496	FAM129A
8.83	-0.341	-0.34	0.7439	0.999995	0.12	0.7439	0	217967_s_at	116496	FAM129A
7.96	-0.16	-0.89	0.40817	0.999995	0.8	0.40817	0	217968_at	7260	TSSC1
10.54	0.042	0.14	0.89249	0.999995	0.02	0.89249	0	217969_at	738	VPS51
8.02	0.034	0.08	0.9374	0.999995	0.01	0.9374	0	217970_s_at	57472	CNOT6
9.22	0.018	0.1	0.92577	0.999995	0.01	0.92577	0	217971_at	8649	LAMTOR3
9.12	0.046	0.17	0.86763	0.999995	0.03	0.86763	0	217972_at	54927	CHCHD3
10.46	0.134	0.33	0.75312	0.999995	0.11	0.75312	0	217973_at	51181	DCXR
6.86	0.012	0.05	0.96222	0.999995	0	0.96222	0	217974_at	51768	TM7SF3
10.42	-0.087	-0.16	0.87944	0.999995	0.03	0.87944	0	217975_at	51186	TCEAL9
7.69	-0.049	-0.17	0.8712	0.999995	0.03	0.8712	0	217976_s_at	51143	DYNC1LI1
9.99	0.136	0.62	0.56061	0.999995	0.38	0.56061	0	217977_at	51734	MSRB1
10.23	-0.092	-0.62	0.55961	0.999995	0.38	0.55961	0	217978_s_at	55585	UBE2Q1
9.61	0.193	0.46	0.6627	0.999995	0.21	0.6627	0	217979_at	27075	TSPAN13
8.91	-0.137	-0.31	0.76439	0.999995	0.1	0.76439	0	217980_s_at	54948	MRPL16
8.41	0.019	0.09	0.92854	0.999995	0.01	0.92854	0	217981_s_at	26515	TIMM10B
11.6	-0.02	-0.14	0.89613	0.999995	0.02	0.89613	0	217982_s_at	10933	MORF4L1
10.77	-0.052	-0.09	0.93273	0.999995	0.01	0.93273	0	217983_s_at	8635	RNASET2
10.55	-0.108	-0.18	0.86096	0.999995	0.03	0.86096	0	217984_at	8635	RNASET2
7.04	-0.067	-0.28	0.79255	0.999995	0.08	0.79255	0	217985_s_at	11177	BAZ1A
7.69	0.09	0.26	0.80417	0.999995	0.07	0.80417	0	217986_s_at	11177	BAZ1A
9.01	0.05	0.39	0.70872	0.999995	0.15	0.70872	0	217987_at	54529	ASNSD1
8.49	-0.011	-0.04	0.972	0.999995	0	0.972	0	217988_at	57820	CCNB1IP1
9.21	0.015	0.03	0.97965	0.999995	0	0.97965	0	217989_at	51170	HSD17B11
9.19	-0.084	-0.6	0.57088	0.999995	0.36	0.57088	0	217990_at	51292	GMPR2
9.16	-0.077	-0.31	0.77102	0.999995	0.09	0.77102	0	217991_x_at	23648	SSBP3
9.44	0.058	0.38	0.7195	0.999995	0.14	0.7195	0	217992_s_at	79180	EFHD2
10.35	-0.068	-0.37	0.72145	0.999995	0.14	0.72145	0	217993_s_at	27430	MAT2B
9.25	0.069	0.23	0.82745	0.999995	0.05	0.82745	0	217994_x_at	54973 /// 102465435	INTS11 /// MIR6727
9.72	-0.213	-0.2	0.84674	0.999995	0.04	0.84674	0	217995_at	58472	SQOR
6.85	0.551	1.31	0.23859	0.999995	1.73	0.23859	0	217996_at	22822	PHLDA1
5.93	0.136	0.77	0.47006	0.999995	0.6	0.47006	0	217997_at	22822	PHLDA1
6.22	0.271	0.71	0.50323	0.999995	0.51	0.50323	0	217998_at	22822	PHLDA1
5.23	0.042	0.24	0.81571	0.999995	0.06	0.81571	0	217999_s_at	22822	PHLDA1
7.43	0.055	0.38	0.71589	0.999995	0.15	0.71589	0	218000_s_at	22822	PHLDA1
8.81	-0.084	-0.41	0.69973	0.999995	0.16	0.69973	0	218001_at	51116	MRPS2
11.26	0.235	0.28	0.7894	0.999995	0.08	0.7894	0	218002_s_at	9547	CXCL14
9.43	-0.037	-0.23	0.82705	0.999995	0.05	0.82705	0	218003_s_at	2287	FKBP3
9.16	-0.05	-0.19	0.85474	0.999995	0.04	0.85474	0	218004_at	55108	BSDC1
9.49	0.113	0.53	0.61434	0.999995	0.28	0.61434	0	218005_at	7570	ZNF22
8.59	0.043	0.25	0.81186	0.999995	0.06	0.81186	0	218006_s_at	7570	ZNF22
11.86	-0.038	-0.1	0.92554	0.999995	0.01	0.92554	0	218007_s_at	51065	RPS27L
9.99	0	0	0.99842	0.999995	0	0.99842	0	218008_at	55069	TMEM248
7.03	0.235	0.39	0.7135	0.999995	0.15	0.7135	0	218009_s_at	9055	PRC1
10.75	-0.182	-0.19	0.85943	0.999995	0.03	0.85943	0	218010_x_at	79144	PPDPF
10.89	-0.119	-0.49	0.64514	0.999995	0.24	0.64514	0	218011_at	59286	UBL5
9.16	0.116	0.38	0.71881	0.999995	0.14	0.71881	0	218012_at	64061	TSPYL2
8.54	0.012	0.06	0.95279	0.999995	0	0.95279	0	218013_x_at	51164	DCTN4
8.95	0.034	0.17	0.87445	0.999995	0.03	0.87445	0	218014_at	79902	NUP85
5.11	0.086	0.46	0.66376	0.999995	0.21	0.66376	0	218015_s_at	56897	WRNIP1
9.16	-0.052	-0.38	0.72094	0.999995	0.14	0.72094	0	218016_s_at	55718 /// 101060521	POLR3E /// LOC101060521
10.05	0.01	0.06	0.95435	0.999995	0	0.95435	0	218017_s_at	138050	HGSNAT
8.9	0	0	0.99929	0.999995	0	0.99929	0	218018_at	8566	PDXK
10.24	0.038	0.08	0.93969	0.999995	0.01	0.93969	0	218019_s_at	8566	PDXK
9.51	0.002	0.02	0.98837	0.999995	0	0.98837	0	218020_s_at	60685	ZFAND3
8.5	-0.056	-0.11	0.91973	0.999995	0.01	0.91973	0	218021_at	10901 /// 317749	DHRS4 /// DHRS4L2
8.71	-0.025	-0.18	0.86416	0.999995	0.03	0.86416	0	218022_at	51231	VRK3
8.82	0.063	0.48	0.64694	0.999995	0.23	0.64694	0	218023_s_at	51307	FAM53C
9.01	0.031	0.06	0.95649	0.999995	0	0.95649	0	218024_at	51660	MPC1
9.34	-0.053	-0.11	0.91899	0.999995	0.01	0.91899	0	218025_s_at	10455	ECI2
10.3	0.016	0.09	0.93215	0.999995	0.01	0.93215	0	218026_at	28958	COA3
9.83	0.028	0.1	0.92183	0.999995	0.01	0.92183	0	218027_at	29088	MRPL15
9.78	0.053	0.22	0.83184	0.999995	0.05	0.83184	0	218028_at	64834 /// 102466723	ELOVL1 /// MIR6734
9.89	0.023	0.09	0.93024	0.999995	0.01	0.93024	0	218029_at	79567	RIPOR1
9.22	-0.003	-0.02	0.98608	0.999995	0	0.98608	0	218030_at	28964	GIT1
9.69	0.037	0.05	0.96249	0.999995	0	0.96249	0	218031_s_at	1112	FOXN3
8.92	-0.133	-0.13	0.89722	0.999995	0.02	0.89722	0	218032_at	8303	SNN
7.05	-0.236	-0.32	0.7581	0.999995	0.1	0.7581	0	218033_s_at	8303	SNN
11.29	-0.03	-0.17	0.8686	0.999995	0.03	0.8686	0	218034_at	51024	FIS1
10.71	0.196	0.27	0.79454	0.999995	0.07	0.79454	0	218035_s_at	54502	RBM47
7.92	-0.086	-0.51	0.62858	0.999995	0.26	0.62858	0	218036_x_at	51068	NMD3
9.43	0.101	0.56	0.59681	0.999995	0.31	0.59681	0	218037_at	79137	RETREG2
8.28	0.024	0.18	0.86316	0.999995	0.03	0.86316	0	218038_at	55101	ATP5SL
7.58	0.022	0.03	0.97896	0.999995	0	0.97896	0	218039_at	51203	NUSAP1
7.3	-0.065	-0.32	0.76324	0.999995	0.1	0.76324	0	218040_at	55119	PRPF38B
12.18	0.078	0.16	0.88131	0.999995	0.02	0.88131	0	218041_x_at	54407	SLC38A2
9.63	0.031	0.22	0.83382	0.999995	0.05	0.83382	0	218042_at	51138	COPS4
6.53	0.184	0.38	0.7186	0.999995	0.14	0.7186	0	218043_s_at	64343	AZI2
7.03	0.08	0.35	0.73705	0.999995	0.12	0.73705	0	218044_x_at	5763	PTMS
9.05	-0.156	-0.49	0.64059	0.999995	0.24	0.64059	0	218045_x_at	5763	PTMS
9.09	-0.006	-0.04	0.97123	0.999995	0	0.97123	0	218046_s_at	51021	MRPS16
9.78	0.1	0.73	0.49273	0.999995	0.54	0.49273	0	218047_at	114883	OSBPL9
9.78	-0.038	-0.1	0.92204	0.999995	0.01	0.92204	0	218048_at	23412	COMMD3
8.32	-0.069	-0.38	0.72098	0.999995	0.14	0.72098	0	218049_s_at	28998	MRPL13
9.44	0.131	0.41	0.69593	0.999995	0.17	0.69593	0	218050_at	51569	UFM1
8.68	0.076	0.23	0.8254	0.999995	0.05	0.8254	0	218051_s_at	64943	NT5DC2
8.92	0.149	0.67	0.53071	0.999995	0.44	0.53071	0	218052_s_at	57130	ATP13A1
10.11	0.019	0.09	0.93437	0.999995	0.01	0.93437	0	218053_at	55660	PRPF40A
5.72	-0.072	-0.37	0.72414	0.999995	0.14	0.72414	0	218054_s_at	79036	KXD1
8.15	-0.131	-0.19	0.85462	0.999995	0.04	0.85462	0	218055_s_at	55255	WDR41
9.22	0.028	0.17	0.87294	0.999995	0.03	0.87294	0	218056_at	51283	BFAR
8.79	0.017	0.07	0.94401	0.999995	0.01	0.94401	0	218057_x_at	10328	EMC8
9.26	0.209	0.56	0.59964	0.999995	0.31	0.59964	0	218058_at	30827	CXXC1
11.03	0.053	0.36	0.73472	0.999995	0.13	0.73472	0	218059_at	51123	ZNF706
9.05	0.003	0.02	0.98136	0.999995	0	0.98136	0	218060_s_at	79650	USB1
10.68	-0.121	-0.93	0.3881	0.999995	0.87	0.3881	0	218061_at	4201	MEA1
9.73	0.011	0.03	0.98015	0.999995	0	0.98015	0	218062_x_at	23580	CDC42EP4
7.53	0.083	0.23	0.82738	0.999995	0.05	0.82738	0	218063_s_at	23580	CDC42EP4
8.23	0.023	0.1	0.92341	0.999995	0.01	0.92341	0	218064_s_at	26993	AKAP8L
9.39	0.02	0.05	0.96455	0.999995	0	0.96455	0	218065_s_at	56674	TMEM9B
9.42	-0.059	-0.12	0.9069	0.999995	0.01	0.9069	0	218066_at	10723	SLC12A7
9.96	-0.013	-0.06	0.95495	0.999995	0	0.95495	0	218067_s_at	55082	ARGLU1
8.42	-0.051	-0.17	0.87082	0.999995	0.03	0.87082	0	218068_s_at	79894	ZNF672
8.92	-0.08	-0.47	0.65368	0.999995	0.22	0.65368	0	218069_at	79077	DCTPP1
8.33	-0.026	-0.17	0.86728	0.999995	0.03	0.86728	0	218070_s_at	29926	GMPPA
8.6	-0.065	-0.34	0.74801	0.999995	0.11	0.74801	0	218071_s_at	23609	MKRN2
9.03	-0.046	-0.14	0.89302	0.999995	0.02	0.89302	0	218072_at	29099	COMMD9
5.68	0.059	0.31	0.76646	0.999995	0.1	0.76646	0	218073_s_at	55706	NDC1
10.54	-0.042	-0.26	0.80585	0.999995	0.07	0.80585	0	218074_at	51647	FAM96B
8.87	-0.019	-0.11	0.91802	0.999995	0.01	0.91802	0	218075_at	8086	AAAS
10.96	-0.026	-0.04	0.97214	0.999995	0	0.97214	0	218076_s_at	55114	ARHGAP17
7.85	-0.029	-0.08	0.93998	0.999995	0.01	0.93998	0	218077_s_at	51304	ZDHHC3
8.57	0.045	0.11	0.91953	0.999995	0.01	0.91953	0	218078_s_at	51304	ZDHHC3
9.71	-0.055	-0.31	0.77088	0.999995	0.09	0.77088	0	218079_s_at	79893	GGNBP2
8.84	0.106	0.56	0.59435	0.999995	0.32	0.59435	0	218080_x_at	11124	FAF1
8.71	0.238	0.45	0.66723	0.999995	0.21	0.66723	0	218081_at	54976	C20orf27
9.32	-0.079	-0.31	0.76463	0.999995	0.1	0.76463	0	218082_s_at	7342	UBP1
8.97	-0.042	-0.23	0.82778	0.999995	0.05	0.82778	0	218083_at	80142	PTGES2
11.22	-0.042	-0.17	0.87299	0.999995	0.03	0.87299	0	218084_x_at	53827	FXYD5
8.9	-0.022	-0.05	0.95857	0.999995	0	0.95857	0	218085_at	51510	CHMP5
9.67	0.002	0.01	0.99584	0.999995	0	0.99584	0	218086_at	56654	NPDC1
10.68	0.227	0.19	0.85828	0.999995	0.03	0.85828	0	218087_s_at	10580	SORBS1
10.32	-0.039	-0.11	0.91863	0.999995	0.01	0.91863	0	218088_s_at	64121	RRAGC
8.75	0.016	0.09	0.92855	0.999995	0.01	0.92855	0	218089_at	25980	AAR2
8.63	-0.045	-0.17	0.87185	0.999995	0.03	0.87185	0	218090_s_at	55717	WDR11
9.24	0.049	0.2	0.84973	0.999995	0.04	0.84973	0	218091_at	3267	AGFG1
9.74	0.165	0.66	0.53641	0.999995	0.43	0.53641	0	218092_s_at	3267	AGFG1
9.32	-0.106	-0.59	0.57817	0.999995	0.35	0.57817	0	218093_s_at	55608	ANKRD10
9.6	-0.072	-0.14	0.89539	0.999995	0.02	0.89539	0	218094_s_at	55861 /// 90196 /// 767557	DBNDD2 /// SYS1 /// SYS1-DBNDD2
9.31	-0.022	-0.06	0.9525	0.999995	0	0.9525	0	218095_s_at	55858	TMEM165
8.28	-0.311	-0.35	0.74225	0.999995	0.12	0.74225	0	218096_at	55326	AGPAT5
9.57	-0.064	-0.22	0.83176	0.999995	0.05	0.83176	0	218097_s_at	79004	CUEDC2
9.4	0.087	0.34	0.74575	0.999995	0.12	0.74575	0	218098_at	10564	ARFGEF2
9.29	0.087	0.16	0.87859	0.999995	0.03	0.87859	0	218099_at	55852	TEX2
7.48	-0.177	-0.36	0.72968	0.999995	0.13	0.72968	0	218100_s_at	55081	IFT57
11.71	-0.084	-0.52	0.62304	0.999995	0.27	0.62304	0	218101_s_at	4718 /// 100532726	NDUFC2 /// NDUFC2-KCTD14
8.86	0.017	0.06	0.95649	0.999995	0	0.95649	0	218102_at	51071	DERA
8.95	-0.008	-0.06	0.95416	0.999995	0	0.95416	0	218103_at	117246	FTSJ3
8.22	0.045	0.06	0.95072	0.999995	0	0.95072	0	218104_at	54881	TEX10
9.15	0.017	0.07	0.94642	0.999995	0	0.94642	0	218105_s_at	51073	MRPL4
8.8	-0.056	-0.27	0.79703	0.999995	0.07	0.79703	0	218106_s_at	55173	MRPS10
10.38	0.065	0.38	0.71753	0.999995	0.14	0.71753	0	218107_at	80232	WDR26
8.52	0.048	0.25	0.81289	0.999995	0.06	0.81289	0	218108_at	55148	UBR7
10.57	0.117	0.35	0.73933	0.999995	0.12	0.73933	0	218109_s_at	64747	MFSD1
7.84	0.199	1.09	0.32095	0.999995	1.18	0.32095	0	218110_at	56949	XAB2
7.56	-0.057	-0.15	0.88299	0.999995	0.02	0.88299	0	218111_s_at	55907	CMAS
9.15	-0.033	-0.17	0.86977	0.999995	0.03	0.86977	0	218112_at	65993	MRPS34
9.15	0.264	0.27	0.79973	0.999995	0.07	0.79973	0	218113_at	23670	TMEM2
8.85	-0.159	-0.76	0.47729	0.999995	0.58	0.47729	0	218114_at	26088	GGA1
6.47	-0.104	-0.2	0.84464	0.999995	0.04	0.84464	0	218115_at	55723	ASF1B
8.19	-0.032	-0.17	0.871	0.999995	0.03	0.871	0	218116_at	51759	C9orf78
10.84	-0.028	-0.1	0.9217	0.999995	0.01	0.9217	0	218117_at	9978	RBX1
9.13	-0.05	-0.2	0.85201	0.999995	0.04	0.85201	0	218118_s_at	100287932 /// 100652748	TIMM23 /// TIMM23B
8.89	-0.139	-0.6	0.5683	0.999995	0.37	0.5683	0	218119_at	100287932 /// 100652748	TIMM23 /// TIMM23B
9.19	0.02	0.05	0.95839	0.999995	0	0.95839	0	218120_s_at	3163	HMOX2
7.71	0.075	0.42	0.6902	0.999995	0.18	0.6902	0	218121_at	3163	HMOX2
8.39	0.111	0.43	0.68046	0.999995	0.19	0.68046	0	218122_s_at	59343	SENP2
9.19	-0.122	-0.88	0.4135	0.999995	0.78	0.4135	0	218123_at	56683	C21orf59
9.82	-0.099	-0.07	0.94834	0.999995	0	0.94834	0	218124_at	54884	RETSAT
7.76	-0.059	-0.24	0.81905	0.999995	0.06	0.81905	0	218125_s_at	55246	CCDC25
9.61	0.053	0.21	0.84258	0.999995	0.04	0.84258	0	218126_at	55177	RMDN3
8.35	0.045	0.33	0.75171	0.999995	0.11	0.75171	0	218127_at	4801	NFYB
6.81	0.036	0.23	0.82665	0.999995	0.05	0.82665	0	218128_at	4801	NFYB
7.44	-0.019	-0.09	0.93239	0.999995	0.01	0.93239	0	218129_s_at	4801	NFYB
9.01	-0.004	-0.02	0.98773	0.999995	0	0.98773	0	218130_at	79415	C17orf62
9.39	-0.049	-0.22	0.83297	0.999995	0.05	0.83297	0	218131_s_at	54815	GATAD2A
9.24	0.056	0.4	0.70059	0.999995	0.16	0.70059	0	218132_s_at	79042	TSEN34
8.78	0.048	0.17	0.87027	0.999995	0.03	0.87027	0	218133_s_at	60491	NIF3L1
9.41	0.224	0.49	0.64351	0.999995	0.24	0.64351	0	218134_s_at	55696	RBM22
10.49	-0.035	-0.13	0.89915	0.999995	0.02	0.89915	0	218135_at	51290	ERGIC2
7.46	0.181	0.94	0.38653	0.999995	0.88	0.38653	0	218136_s_at	51312	SLC25A37
8.97	-0.058	-0.16	0.87896	0.999995	0.03	0.87896	0	218137_s_at	60682	SMAP1
8.57	-0.022	-0.07	0.94873	0.999995	0	0.94873	0	218138_at	8195	MKKS
8.36	0.025	0.13	0.90395	0.999995	0.02	0.90395	0	218139_s_at	55745	AP5M1
9.8	-0.122	-0.33	0.7523	0.999995	0.11	0.7523	0	218140_x_at	58477	SRPRB
8.19	0.061	0.24	0.82066	0.999995	0.06	0.82066	0	218141_at	63893	UBE2O
9.19	-0.093	-0.49	0.64294	0.999995	0.24	0.64294	0	218142_s_at	51185	CRBN
10.75	-0.03	-0.17	0.8731	0.999995	0.03	0.8731	0	218143_s_at	10066	SCAMP2
9.7	-0.009	-0.03	0.97546	0.999995	0	0.97546	0	218144_s_at	64423	INF2
7.67	-0.055	-0.22	0.83145	0.999995	0.05	0.83145	0	218145_at	57761	TRIB3
10.28	-0.013	-0.08	0.93951	0.999995	0.01	0.93951	0	218146_at	55830	GLT8D1
8.27	-0.024	-0.08	0.93909	0.999995	0.01	0.93909	0	218147_s_at	55830	GLT8D1
8.7	-0.043	-0.14	0.89701	0.999995	0.02	0.89701	0	218148_at	80152	CENPT
9.7	0.085	0.39	0.70917	0.999995	0.15	0.70917	0	218149_s_at	55893	ZNF395
9.52	0.118	0.24	0.82062	0.999995	0.06	0.82062	0	218150_at	26225 /// 101929356	ARL5A /// LOC101929356
8.94	0.032	0.21	0.83962	0.999995	0.04	0.83962	0	218151_x_at	79581	SLC52A2
8.38	0.072	0.46	0.66081	0.999995	0.21	0.66081	0	218152_at	10363	HMG20A
9.72	-0.131	-0.25	0.81205	0.999995	0.06	0.81205	0	218153_at	79587	CARS2
9.37	-0.116	-0.67	0.52962	0.999995	0.45	0.52962	0	218154_at	79792	GSDMD
7.66	-0.169	-1.04	0.33801	0.999995	1.09	0.33801	0	218155_x_at	55720	TSR1
8.08	0.086	0.64	0.54498	0.999995	0.41	0.54498	0	218156_s_at	55720	TSR1
9.97	0.042	0.09	0.93048	0.999995	0.01	0.93048	0	218157_x_at	56882	CDC42SE1
7.31	-0.056	-0.22	0.83128	0.999995	0.05	0.83128	0	218158_s_at	26060	APPL1
9.53	0.017	0.09	0.93148	0.999995	0.01	0.93148	0	218159_at	65992	DDRGK1
9.44	-0.147	-0.71	0.50751	0.999995	0.5	0.50751	0	218160_at	4702	NDUFA8
7.28	-0.028	-0.21	0.84	0.999995	0.04	0.84	0	218161_s_at	54982	CLN6
10.54	0.006	0.01	0.99103	0.999995	0	0.99103	0	218162_at	56944	OLFML3
9.7	-0.056	-0.23	0.82363	0.999995	0.05	0.82363	0	218163_at	28985	MCTS1
9.58	-0.112	-0.22	0.83627	0.999995	0.05	0.83627	0	218164_at	64847	SPATA20
9.6	-0.067	-0.33	0.75185	0.999995	0.11	0.75185	0	218165_at	64769	MEAF6
5.93	-0.175	-0.45	0.66982	0.999995	0.2	0.66982	0	218166_s_at	51773	RSF1
9.09	-0.039	-0.11	0.91507	0.999995	0.01	0.91507	0	218167_at	51321	AMZ2
9.51	-0.016	-0.02	0.98821	0.999995	0	0.98821	0	218168_s_at	56997	COQ8A
8.81	-0.014	-0.11	0.91861	0.999995	0.01	0.91861	0	218169_at	55697	VAC14
8.17	0.031	0.06	0.95062	0.999995	0	0.95062	0	218170_at	51015	ISOC1
10.18	0.037	0.15	0.88607	0.999995	0.02	0.88607	0	218171_at	9525	VPS4B
8.26	-0.055	-0.14	0.89024	0.999995	0.02	0.89024	0	218172_s_at	79139	DERL1
5.5	0.093	0.72	0.50145	0.999995	0.51	0.50145	0	218173_s_at	54904	NSD3
6.38	-0.188	-0.62	0.55873	0.999995	0.38	0.55873	0	218174_s_at	80195	TMEM254
10.73	-0.14	-0.33	0.75482	0.999995	0.11	0.75482	0	218175_at	80212	CCDC92
8.26	-0.134	-0.72	0.5019	0.999995	0.51	0.5019	0	218176_at	64110	MAGEF1
7.91	-0.047	-0.29	0.77974	0.999995	0.09	0.77974	0	218177_at	57132	CHMP1B
9.38	0.027	0.09	0.93491	0.999995	0.01	0.93491	0	218178_s_at	57132	CHMP1B
7.04	-0.031	-0.25	0.81145	0.999995	0.06	0.81145	0	218179_s_at	60684	TRAPPC11
9.38	0.35	0.32	0.76288	0.999995	0.1	0.76288	0	218180_s_at	64787	EPS8L2
8.97	0	0	0.99859	0.999995	0	0.99859	0	218181_s_at	9448	MAP4K4
6.09	-0.437	-0.45	0.67109	0.999995	0.2	0.67109	0	218182_s_at	9076	CLDN1
7.64	-0.087	-0.21	0.84226	0.999995	0.04	0.84226	0	218183_at	29965	CDIP1
8.73	-0.09	-0.41	0.69334	0.999995	0.17	0.69334	0	218184_at	56995	TULP4
8.75	-0.084	-0.64	0.54598	0.999995	0.41	0.54598	0	218185_s_at	55156	ARMC1
7.31	0.544	0.38	0.71637	0.999995	0.15	0.71637	0	218186_at	57111	RAB25
8.92	0.056	0.2	0.84748	0.999995	0.04	0.84748	0	218187_s_at	65265	C8orf33
8.87	-0.078	-0.49	0.64204	0.999995	0.24	0.64204	0	218188_s_at	26517	TIMM13
8.8	-0.041	-0.18	0.86238	0.999995	0.03	0.86238	0	218189_s_at	54187	NANS
11.84	-0.051	-0.37	0.72668	0.999995	0.13	0.72668	0	218190_s_at	29796	UQCR10
10.96	0.147	1	0.35802	0.999995	1	0.35802	0	218191_s_at	55788	LMBRD1
8.94	0.058	0.31	0.7663	0.999995	0.1	0.7663	0	218192_at	51447	IP6K2
8.58	-0.06	-0.26	0.80253	0.999995	0.07	0.80253	0	218193_s_at	51026	GOLT1B
11.96	-0.103	-0.24	0.82189	0.999995	0.06	0.82189	0	218194_at	25996	REXO2
8.36	0.111	0.29	0.7829	0.999995	0.08	0.7829	0	218195_at	79624	ARMT1
9.11	0.036	0.14	0.8934	0.999995	0.02	0.8934	0	218196_at	28962	OSTM1
8	0.088	0.22	0.83478	0.999995	0.05	0.83478	0	218197_s_at	55074	OXR1
9.13	-0.033	-0.08	0.93705	0.999995	0.01	0.93705	0	218198_at	55760	DHX32
8.14	-0.057	-0.34	0.74757	0.999995	0.11	0.74757	0	218199_s_at	65083	NOL6
11.52	-0.121	-0.37	0.7255	0.999995	0.14	0.7255	0	218200_s_at	4708	NDUFB2
9.72	-0.091	-0.24	0.81665	0.999995	0.06	0.81665	0	218201_at	4708	NDUFB2
5.26	0.047	0.35	0.74068	0.999995	0.12	0.74068	0	218202_x_at	65080	MRPL44
10.32	-0.034	-0.18	0.86379	0.999995	0.03	0.86379	0	218203_at	29880	ALG5
8.82	-0.076	-0.1	0.92339	0.999995	0.01	0.92339	0	218204_s_at	79443	FYCO1
11.62	0.013	0.03	0.97445	0.999995	0	0.97445	0	218205_s_at	2872	MKNK2
9.88	-0.118	-0.55	0.60481	0.999995	0.3	0.60481	0	218206_x_at	51282	SCAND1
6.15	0.141	0.81	0.44985	0.999995	0.66	0.44985	0	218207_s_at	50861	STMN3
9.31	0.242	0.33	0.75372	0.999995	0.11	0.75372	0	218208_at	80148	PQLC1
7.45	0.028	0.06	0.95429	0.999995	0	0.95429	0	218209_s_at	55197	RPRD1A
9.15	0.065	0.36	0.73392	0.999995	0.13	0.73392	0	218210_at	79672	FN3KRP
8.84	0.195	0.19	0.85788	0.999995	0.04	0.85788	0	218211_s_at	79083	MLPH
8.27	-0.193	-0.59	0.57458	0.999995	0.35	0.57458	0	218212_s_at	4338	MOCS2
11.97	-0.034	-0.15	0.88642	0.999995	0.02	0.88642	0	218213_s_at	746	TMEM258
9.08	0.06	0.25	0.81344	0.999995	0.06	0.81344	0	218214_at	60673	ATG101
9.34	-0.05	-0.4	0.70598	0.999995	0.16	0.70598	0	218215_s_at	7376	NR1H2
10.56	-0.105	-0.38	0.71908	0.999995	0.14	0.71908	0	218216_x_at	51329	ARL6IP4
9	-0.243	-0.22	0.83236	0.999995	0.05	0.83236	0	218217_at	59342	SCPEP1
8.48	0.312	1.53	0.17784	0.999995	2.35	0.17784	0	218218_at	55198	APPL2
8.05	-0.025	-0.1	0.92659	0.999995	0.01	0.92659	0	218219_s_at	55915	LANCL2
8.85	0.055	0.15	0.88615	0.999995	0.02	0.88615	0	218220_at	60314	C12orf10
8.22	0.086	0.43	0.68035	0.999995	0.19	0.68035	0	218221_at	405	ARNT
8.52	0.174	0.49	0.64307	0.999995	0.24	0.64307	0	218222_x_at	405	ARNT
8.82	-0.232	-0.37	0.7261	0.999995	0.14	0.7261	0	218223_s_at	51177	PLEKHO1
9.5	0.008	0.01	0.99158	0.999995	0	0.99158	0	218224_at	9240	PNMA1
8.19	-0.026	-0.1	0.92711	0.999995	0.01	0.92711	0	218225_at	51295	ECSIT
11.53	-0.055	-0.22	0.83076	0.999995	0.05	0.83076	0	218226_s_at	4710	NDUFB4
8.71	-0.074	-0.31	0.76587	0.999995	0.1	0.76587	0	218227_at	10101	NUBP2
10.82	0.28	0.38	0.71987	0.999995	0.14	0.71987	0	218228_s_at	80351	TNKS2
9.36	0.129	0.33	0.74997	0.999995	0.11	0.74997	0	218229_s_at	57645	POGK
8.88	0.036	0.17	0.86862	0.999995	0.03	0.86862	0	218230_at	27236	ARFIP1
10.84	-0.006	-0.03	0.97684	0.999995	0	0.97684	0	218231_at	55577	NAGK
12.35	-0.087	-0.17	0.87413	0.999995	0.03	0.87413	0	218232_at	712	C1QA
11.29	-0.054	-0.33	0.75425	0.999995	0.11	0.75425	0	218233_s_at	29964 /// 100188893	PRICKLE4 /// TOMM6
8.41	-0.056	-0.27	0.7949	0.999995	0.07	0.7949	0	218234_at	51147	ING4
8.93	0.035	0.22	0.83327	0.999995	0.05	0.83327	0	218235_s_at	51118	UTP11
8.2	0.231	0.52	0.62102	0.999995	0.27	0.62102	0	218236_s_at	23683	PRKD3
9.32	0.103	0.06	0.954	0.999995	0	0.954	0	218237_s_at	81539	SLC38A1
