A	Coef	t	p.value	p.value.adj	F	F.p.value	PEvsC	Genes.ProbeID	Genes.EntrezGeneID	Genes.GeneSymbol
5.94	1.071	2.4	0.03199	0.376582	5.77	0.03199	0	NA	NA	NA
7.72	-0.066	-0.16	0.87384	0.971719	0.03	0.87384	0	NA	NA	NA
15.3	1.356	3.42	0.00457	0.197793	11.69	0.00457	0	NA	NA	NA
10.38	-1.207	-3.07	0.00901	0.250575	9.4	0.00901	0	A_32_P46214	285195	SLC9A9
4.96	-1.123	-1.05	0.31223	0.740486	1.11	0.31223	0	A_23_P304489	25817	FAM19A5
8.4	-1.399	-1.92	0.07744	0.497778	3.68	0.07744	0	NA	NA	NA
9.7	-0.279	-0.38	0.7124	0.925564	0.14	0.7124	0	A_24_P56363	81617	CAB39L
2.86	-0.185	-0.38	0.71111	0.925076	0.14	0.71111	0	NA	NA	NA
2.94	0.345	0.7	0.49506	0.844723	0.49	0.49506	0	NA	NA	NA
10.78	0.447	1.31	0.21362	0.663936	1.71	0.21362	0	NA	NA	NA
5.25	0.633	1.16	0.26883	0.710182	1.33	0.26883	0	NA	NA	NA
7.58	-0.021	-0.06	0.95444	0.990229	0	0.95444	0	A_23_P132341	79640	CTA-216E10.6
11.27	-0.324	-0.71	0.48792	0.84113	0.51	0.48792	0	NA	NA	NA
10.32	0.105	0.24	0.81469	0.95705	0.06	0.81469	0	NA	NA	NA
8.13	0.616	1.58	0.13874	0.587567	2.49	0.13874	0	NA	NA	NA
10.69	0.293	0.8	0.43734	0.816897	0.64	0.43734	0	A_23_P99917	84942	WDR73
12.33	-0.253	-0.97	0.34946	0.764487	0.94	0.34946	0	NA	NA	NA
9.12	-0.276	-0.51	0.61957	0.893589	0.26	0.61957	0	NA	NA	NA
8.34	0.137	0.19	0.85458	0.967282	0.03	0.85458	0	NA	NA	NA
12.8	-0.037	-0.07	0.94555	0.988045	0	0.94555	0	NA	NA	NA
5.78	1.429	3.19	0.00709	0.227713	10.18	0.00709	0	A_23_P258194	150209	AIFM3
3.22	0.082	0.16	0.87552	0.971719	0.03	0.87552	0	NA	NA	NA
7.21	-0.599	-1.02	0.32551	0.747898	1.04	0.32551	0	NA	NA	NA
5.45	-1.637	-2.17	0.04895	0.434014	4.72	0.04895	0	NA	NA	NA
9.76	-0.361	-1.05	0.31126	0.740087	1.11	0.31126	0	NA	NA	NA
4.87	1.083	1.35	0.1994	0.649945	1.83	0.1994	0	A_23_P124300	53630	BCMO1
6.93	-0.214	-0.66	0.51882	0.853425	0.44	0.51882	0	A_23_P336565	222234	MGC35361
10.45	0.014	0.03	0.97813	0.994405	0	0.97813	0	NA	NA	NA
7.5	0.46	1.1	0.29042	0.725936	1.21	0.29042	0	A_23_P212844	10460	TACC3
6.57	-0.437	-0.83	0.42118	0.806952	0.69	0.42118	0	NA	NA	NA
11.34	-0.221	-0.5	0.6256	0.895518	0.25	0.6256	0	A_23_P156687	629	CFB
4.57	0.088	0.22	0.8321	0.962118	0.05	0.8321	0	NA	NA	NA
4.23	0.848	1.29	0.21842	0.668223	1.67	0.21842	0	NA	NA	NA
6.39	-0.483	-1.02	0.32584	0.74811	1.04	0.32584	0	NA	NA	NA
6.38	0.273	0.57	0.57966	0.877668	0.32	0.57966	0	NA	NA	NA
11.26	-0.819	-2.69	0.0186	0.317712	7.23	0.0186	0	A_23_P34433	23318	ZCCHC11
3.04	0.354	0.68	0.50642	0.848657	0.47	0.50642	0	NA	NA	NA
2.68	0.177	0.4	0.69763	0.920324	0.16	0.69763	0	NA	NA	NA
7.06	0.036	0.1	0.92052	0.9824	0.01	0.92052	0	NA	NA	NA
10.67	-0.341	-1.11	0.28858	0.724677	1.22	0.28858	0	NA	NA	NA
9.34	0.462	1.67	0.11892	0.562079	2.79	0.11892	0	NA	NA	NA
3.29	-0.885	-2.05	0.0609	0.46271	4.21	0.0609	0	NA	NA	NA
9.06	-0.28	-0.6	0.56159	0.871026	0.35	0.56159	0	NA	NA	NA
2.78	0.194	0.36	0.72314	0.929419	0.13	0.72314	0	A_24_P136029	6557	SLC12A1
9.6	-0.125	-0.41	0.68701	0.916111	0.17	0.68701	0	NA	NA	NA
9.9	-0.011	-0.03	0.9772	0.994212	0	0.9772	0	NA	NA	NA
12.92	-1.167	-3.55	0.00353	0.178334	12.62	0.00353	0	NA	NA	NA
6.62	-0.099	-0.19	0.85268	0.966925	0.04	0.85268	0	NA	NA	NA
3.71	0.185	0.6	0.56062	0.870762	0.36	0.56062	0	A_23_P92650	83884	SLC25A2
10.95	-0.677	-1.85	0.08741	0.517896	3.42	0.08741	0	NA	NA	NA
12.29	-0.634	-0.95	0.3575	0.768976	0.91	0.3575	0	A_23_P347048	81537	SGPP1
6.24	0.241	0.55	0.59172	0.882554	0.3	0.59172	0	NA	NA	NA
4.25	0.412	1.21	0.24767	0.692793	1.46	0.24767	0	NA	NA	NA
4.19	0.876	3	0.01016	0.261101	9.02	0.01016	0	NA	NA	NA
6.98	-0.689	-1.47	0.16548	0.618586	2.16	0.16548	0	NA	NA	NA
8.71	-0.012	-0.02	0.98649	0.996522	0	0.98649	0	NA	NA	NA
3.39	0.509	1.4	0.18503	0.638079	1.96	0.18503	0	NA	NA	NA
8.32	0.087	0.3	0.76547	0.943624	0.09	0.76547	0	NA	NA	NA
4.22	0.229	0.51	0.62111	0.894013	0.26	0.62111	0	NA	NA	NA
4.18	1.028	2.97	0.01093	0.267966	8.8	0.01093	0	NA	NA	NA
3.34	-0.597	-1.55	0.14424	0.594267	2.41	0.14424	0	A_23_P312901	139378	GPR112
3.52	0.995	1.71	0.11059	0.54995	2.93	0.11059	0	NA	NA	NA
10.26	-0.554	-1.41	0.18251	0.63581	1.98	0.18251	0	NA	NA	NA
5.45	-1.392	-1.62	0.12875	0.575088	2.63	0.12875	0	NA	NA	NA
3.58	-0.081	-0.15	0.87938	0.972525	0.02	0.87938	0	NA	NA	NA
6.77	0.425	1.26	0.2286	0.677322	1.6	0.2286	0	NA	NA	NA
3.96	0.837	2.14	0.05193	0.439757	4.58	0.05193	0	NA	NA	NA
7.26	-0.535	-1.07	0.30233	0.734528	1.15	0.30233	0	NA	NA	NA
9.29	0.137	0.33	0.74595	0.93686	0.11	0.74595	0	A_23_P98431	3145	HMBS
13.04	-0.034	-0.13	0.90242	0.976839	0.02	0.90242	0	NA	NA	NA
6.53	0.139	0.44	0.67031	0.911142	0.19	0.67031	0	NA	NA	NA
9.93	0.359	0.8	0.43847	0.817416	0.64	0.43847	0	NA	NA	NA
4.85	0.925	2.95	0.01119	0.269341	8.72	0.01119	0	NA	NA	NA
3.16	-0.478	-1.08	0.29824	0.731688	1.17	0.29824	0	NA	NA	NA
4.86	0.079	0.19	0.84978	0.966186	0.04	0.84978	0	A_23_P7957	27232	GNMT
2.94	-0.421	-1.13	0.27874	0.717679	1.28	0.27874	0	NA	NA	NA
6.97	0.409	0.94	0.36653	0.775283	0.88	0.36653	0	A_24_P58331	79877	DCAKD
3.72	0.157	0.33	0.74394	0.936101	0.11	0.74394	0	NA	NA	NA
5.24	-0.351	-0.87	0.40136	0.796242	0.75	0.40136	0	NA	NA	NA
3.96	-2.11	-7.53	0	0.00429	56.74	0	-1	NA	NA	NA
4.75	0.421	0.94	0.36677	0.775413	0.87	0.36677	0	NA	NA	NA
2.77	-0.111	-0.2	0.84279	0.964655	0.04	0.84279	0	NA	NA	NA
6.52	-1.558	-3.84	0.00205	0.140955	14.73	0.00205	0	NA	NA	NA
3.62	-0.263	-0.69	0.5018	0.846939	0.48	0.5018	0	NA	NA	NA
8.55	-0.334	-0.81	0.43314	0.813675	0.65	0.43314	0	NA	NA	NA
11.87	-0.072	-0.23	0.82223	0.959246	0.05	0.82223	0	NA	NA	NA
2.55	0.015	0.04	0.97049	0.992737	0	0.97049	0	NA	NA	NA
6.01	-1.972	-3.29	0.00586	0.216043	10.82	0.00586	0	NA	NA	NA
4.66	-0.151	-0.46	0.64974	0.905245	0.22	0.64974	0	NA	NA	NA
7.74	0.465	1.45	0.17159	0.624321	2.09	0.17159	0	NA	NA	NA
3.12	-0.513	-1.73	0.10818	0.547986	2.98	0.10818	0	NA	NA	NA
4.11	0.813	1.88	0.08268	0.50889	3.53	0.08268	0	NA	NA	NA
7.16	-0.9	-1.29	0.21943	0.669229	1.66	0.21943	0	NA	NA	NA
4.36	-0.004	-0.01	0.99082	0.997799	0	0.99082	0	NA	NA	NA
12.52	-0.067	-0.17	0.86619	0.970325	0.03	0.86619	0	A_24_P255654	400039	LOC400039
2.66	0.023	0.06	0.9544	0.990229	0	0.9544	0	NA	NA	NA
3.25	0.486	1.2	0.25096	0.695725	1.44	0.25096	0	NA	NA	NA
4.91	0.92	2.34	0.03555	0.391083	5.5	0.03555	0	A_23_P76386	6539	SLC6A12
4.54	0.733	1.34	0.20419	0.654045	1.79	0.20419	0	A_32_P2634	NA	
10.21	-0.051	-0.15	0.88558	0.974127	0.02	0.88558	0	A_23_P88201	55012	C14orf10
3.09	0.119	0.21	0.83675	0.963025	0.04	0.83675	0	NA	NA	NA
13.17	0.303	1.04	0.31702	0.743945	1.08	0.31702	0	NA	NA	NA
6.12	0.75	2.16	0.04979	0.436494	4.68	0.04979	0	NA	NA	NA
5.59	-0.365	-0.66	0.52291	0.855567	0.43	0.52291	0	NA	NA	NA
12.58	-0.03	-0.1	0.92068	0.982445	0.01	0.92068	0	A_23_P259292	114902	C1QTNF5
5.2	0.207	0.53	0.60805	0.889443	0.28	0.60805	0	NA	NA	NA
8.92	0.066	0.12	0.90436	0.977199	0.02	0.90436	0	A_23_P30275	78991	PCYOX1L
8.26	0.271	0.81	0.4311	0.813283	0.66	0.4311	0	A_24_P185709	2036	EPB41L1
12.57	-0.061	-0.23	0.82054	0.958813	0.05	0.82054	0	NA	NA	NA
4.63	-0.16	-0.43	0.67506	0.913002	0.18	0.67506	0	NA	NA	NA
3.95	-0.104	-0.25	0.80503	0.954434	0.06	0.80503	0	NA	NA	NA
7.56	-0.013	-0.02	0.98107	0.995247	0	0.98107	0	NA	NA	NA
7.91	0.635	1.66	0.12088	0.564649	2.75	0.12088	0	NA	NA	NA
4.09	0.822	2.52	0.02579	0.354988	6.33	0.02579	0	NA	NA	NA
9.58	0.869	3.1	0.00848	0.245331	9.59	0.00848	0	NA	NA	NA
10.54	0.131	0.41	0.68845	0.916839	0.17	0.68845	0	NA	NA	NA
7.87	0.221	0.5	0.62657	0.896155	0.25	0.62657	0	NA	NA	NA
10.75	-0.095	-0.35	0.7303	0.931036	0.12	0.7303	0	A_23_P98310	1479	CSTF3
7.3	-0.829	-1.81	0.0941	0.527894	3.26	0.0941	0	A_23_P124514	1740	DLG2
3.05	-0.187	-0.37	0.72015	0.928047	0.13	0.72015	0	A_24_P408603	116442	RAB39B
7.25	-0.039	-0.07	0.94824	0.98856	0	0.94824	0	NA	NA	NA
10.51	-0.263	-0.76	0.45822	0.827807	0.58	0.45822	0	A_32_P195401	150864	ALS2CR13
3.04	-0.225	-0.72	0.4822	0.838421	0.52	0.4822	0	NA	NA	NA
3.81	0.259	0.87	0.39843	0.79475	0.76	0.39843	0	NA	NA	NA
2.97	-0.141	-0.24	0.81136	0.955882	0.06	0.81136	0	NA	NA	NA
6.06	-1.212	-2.57	0.02324	0.343072	6.61	0.02324	0	A_24_P279489	NA	
5.6	0.019	0.04	0.9652	0.991787	0	0.9652	0	NA	NA	NA
2.19	0.391	0.78	0.44884	0.822843	0.61	0.44884	0	NA	NA	NA
6.75	0.327	1.08	0.299	0.732291	1.17	0.299	0	NA	NA	NA
9.79	0.454	1.02	0.32424	0.747132	1.05	0.32424	0	NA	NA	NA
14.5	-0.279	-1.05	0.31124	0.740087	1.11	0.31124	0	NA	NA	NA
5.94	0.101	0.27	0.79493	0.951516	0.07	0.79493	0	NA	NA	NA
2.95	0.546	1.3	0.21725	0.667306	1.68	0.21725	0	NA	NA	NA
2.86	-0.088	-0.22	0.83211	0.962118	0.05	0.83211	0	A_24_P153820	54768	HYDIN
3.54	0.332	0.67	0.5134	0.850606	0.45	0.5134	0	NA	NA	NA
3.43	0.357	0.86	0.4063	0.797766	0.74	0.4063	0	NA	NA	NA
4.03	1.042	2.88	0.01296	0.282149	8.28	0.01296	0	NA	NA	NA
10.84	0.288	0.83	0.42175	0.80733	0.69	0.42175	0	A_23_P154806	2036	EPB41L1
8.1	0	0	0.99985	0.999935	0	0.99985	0	NA	NA	NA
4.64	0.06	0.08	0.9398	0.986474	0.01	0.9398	0	NA	NA	NA
3.44	0.448	0.71	0.49014	0.84223	0.5	0.49014	0	NA	NA	NA
6.82	0.12	0.24	0.81573	0.957387	0.06	0.81573	0	NA	NA	NA
3.48	0.339	0.66	0.52315	0.855714	0.43	0.52315	0	NA	NA	NA
7.8	-0.355	-0.59	0.56466	0.871947	0.35	0.56466	0	NA	NA	NA
3.16	-0.732	-1.72	0.10909	0.548158	2.96	0.10909	0	NA	NA	NA
2.91	-0.288	-0.79	0.44518	0.82076	0.62	0.44518	0	A_23_P74205	NA	
3.68	0.79	1.69	0.11576	0.557339	2.84	0.11576	0	NA	NA	NA
11.45	-0.665	-1.79	0.0967	0.53054	3.21	0.0967	0	NA	NA	NA
6.93	-0.375	-0.65	0.52545	0.856447	0.43	0.52545	0	A_24_P341089	645784	FLJ40330
6.38	-1.437	-3.54	0.0036	0.179193	12.56	0.0036	0	A_24_P350576	23043	TNIK
7.45	-0.47	-1.48	0.16224	0.614932	2.2	0.16224	0	NA	NA	NA
5.8	-0.461	-1.08	0.30024	0.733351	1.16	0.30024	0	NA	NA	NA
4.94	0.079	0.18	0.86307	0.969453	0.03	0.86307	0	NA	NA	NA
4.56	0.079	0.21	0.83506	0.962716	0.05	0.83506	0	A_24_P336474	4807	NHLH1
5	-0.042	-0.1	0.92163	0.982793	0.01	0.92163	0	NA	NA	NA
10.07	0.288	0.63	0.53833	0.861674	0.4	0.53833	0	NA	NA	NA
10.51	-1.211	-1.95	0.07363	0.491049	3.79	0.07363	0	NA	NA	NA
8.67	-0.238	-0.58	0.57027	0.874287	0.34	0.57027	0	NA	NA	NA
6.76	-0.365	-0.71	0.49039	0.842287	0.5	0.49039	0	NA	NA	NA
7.98	0.082	0.22	0.83126	0.962001	0.05	0.83126	0	NA	NA	NA
6.79	0.024	0.07	0.94594	0.988122	0	0.94594	0	A_32_P328023	55339	WDR33
4.26	0.177	0.36	0.72129	0.928716	0.13	0.72129	0	NA	NA	NA
4.82	-1.552	-2.48	0.02742	0.360489	6.17	0.02742	0	NA	NA	NA
10.88	0.414	1.19	0.25605	0.700035	1.41	0.25605	0	NA	NA	NA
10.19	0.397	0.97	0.3498	0.764488	0.94	0.3498	0	NA	NA	NA
7.89	0.383	1.01	0.3303	0.750936	1.02	0.3303	0	NA	NA	NA
9.2	0.346	1.07	0.30269	0.734718	1.15	0.30269	0	NA	NA	NA
3.76	0.611	1.13	0.27691	0.716398	1.29	0.27691	0	NA	NA	NA
8.48	-0.514	-1.08	0.29981	0.732694	1.17	0.29981	0	NA	NA	NA
7.81	-0.083	-0.17	0.86442	0.969926	0.03	0.86442	0	NA	NA	NA
3.72	0.41	1.27	0.2252	0.675199	1.62	0.2252	0	NA	NA	NA
10.59	-0.008	-0.02	0.98125	0.995286	0	0.98125	0	A_24_P296568	10951	CBX1
4.43	0.186	0.4	0.69723	0.920165	0.16	0.69723	0	A_23_P142125	3270	HRC
3.37	-1.163	-3.28	0.006	0.216303	10.74	0.006	0	A_32_P34046	374992	SEC63D1
7.44	0.221	0.53	0.60732	0.889033	0.28	0.60732	0	NA	NA	NA
10.59	-0.062	-0.14	0.89114	0.974685	0.02	0.89114	0	A_24_P103060	90411	MCFD2
4.01	-0.176	-0.4	0.69213	0.918489	0.16	0.69213	0	NA	NA	NA
6.89	0.126	0.21	0.83518	0.962716	0.05	0.83518	0	NA	NA	NA
6.14	0.265	0.48	0.6399	0.90112	0.23	0.6399	0	NA	NA	NA
3.54	0.758	1.88	0.08338	0.510279	3.52	0.08338	0	NA	NA	NA
3.05	0.505	1.47	0.16574	0.618711	2.16	0.16574	0	A_23_P59285	9247	GCM2
4.14	0.889	2.41	0.03156	0.376096	5.8	0.03156	0	NA	NA	NA
3.95	0.299	0.68	0.50911	0.849368	0.46	0.50911	0	NA	NA	NA
7.29	-0.567	-1.2	0.25002	0.694758	1.45	0.25002	0	NA	NA	NA
8.24	-0.207	-0.54	0.60035	0.886776	0.29	0.60035	0	NA	NA	NA
9.95	-1.819	-2.14	0.05182	0.439757	4.58	0.05182	0	NA	NA	NA
7.53	-0.757	-1.97	0.0705	0.485391	3.88	0.0705	0	A_23_P70148	23530	NNT
2.99	0.281	0.69	0.50213	0.847074	0.48	0.50213	0	NA	NA	NA
4.57	0.131	0.31	0.75956	0.942106	0.1	0.75956	0	NA	NA	NA
6.89	-1.319	-2.61	0.02141	0.33522	6.83	0.02141	0	NA	NA	NA
5.1	-0.92	-2.18	0.04839	0.432226	4.74	0.04839	0	NA	NA	NA
9.19	0.244	0.67	0.51169	0.850119	0.46	0.51169	0	NA	NA	NA
10.49	-0.517	-0.79	0.44324	0.819899	0.63	0.44324	0	NA	NA	NA
9.76	0.51	1.88	0.08334	0.510197	3.52	0.08334	0	NA	NA	NA
5.05	0.289	0.91	0.37753	0.782399	0.83	0.37753	0	NA	NA	NA
6	0.053	0.14	0.89301	0.974952	0.02	0.89301	0	NA	NA	NA
8.88	-1.342	-3.85	0.00202	0.139892	14.79	0.00202	0	NA	NA	NA
5.6	1.22	3	0.01032	0.262448	8.97	0.01032	0	NA	NA	NA
2.92	0.721	1.6	0.13348	0.58101	2.56	0.13348	0	NA	NA	NA
5.74	-0.307	-0.61	0.55231	0.867847	0.37	0.55231	0	NA	NA	NA
3.95	0.896	2.48	0.02738	0.360446	6.17	0.02738	0	NA	NA	NA
4.05	0.157	0.37	0.71501	0.926151	0.14	0.71501	0	NA	NA	NA
10.13	-0.577	-1.46	0.16685	0.620386	2.14	0.16685	0	NA	NA	NA
5.11	-0.095	-0.27	0.78823	0.949863	0.08	0.78823	0	NA	NA	NA
3.69	0.218	0.45	0.66144	0.908523	0.2	0.66144	0	NA	NA	NA
8.43	-0.148	-0.44	0.66749	0.910354	0.19	0.66749	0	A_24_P605190	NA	
6.11	-0.244	-0.54	0.60164	0.887295	0.29	0.60164	0	A_23_P363316	3215	HOXB5
8.76	0.622	2.04	0.06242	0.467894	4.15	0.06242	0	NA	NA	NA
13	-0.248	-0.96	0.35406	0.766431	0.92	0.35406	0	NA	NA	NA
3.34	0.517	1.62	0.12846	0.575058	2.64	0.12846	0	NA	NA	NA
4.94	-1.966	-2.51	0.02622	0.357268	6.29	0.02622	0	NA	NA	NA
7.88	0.074	0.23	0.8179	0.958216	0.06	0.8179	0	NA	NA	NA
10.53	-0.225	-0.62	0.54456	0.865037	0.39	0.54456	0	NA	NA	NA
8.89	0.372	1.23	0.24063	0.687224	1.51	0.24063	0	NA	NA	NA
10.78	0.265	0.51	0.62149	0.894256	0.26	0.62149	0	NA	NA	NA
10.8	-0.513	-1.29	0.22086	0.67071	1.65	0.22086	0	NA	NA	NA
5.46	0.541	1.25	0.23405	0.683046	1.56	0.23405	0	NA	NA	NA
10.5	0.086	0.33	0.74752	0.937669	0.11	0.74752	0	A_23_P63153	11218	DDX20
10.12	-3.396	-4.32	0.00083	0.099412	18.67	0.00083	0	NA	NA	NA
4.69	1.02	1.66	0.12152	0.564649	2.74	0.12152	0	NA	NA	NA
4	1.526	3.87	0.00193	0.137734	14.97	0.00193	0	NA	NA	NA
6.9	-0.723	-1.38	0.19072	0.642391	1.91	0.19072	0	NA	NA	NA
8.37	-0.377	-0.77	0.45618	0.826678	0.59	0.45618	0	NA	NA	NA
10.11	0.416	1.08	0.29917	0.732291	1.17	0.29917	0	NA	NA	NA
2.74	0.506	1.27	0.22595	0.675817	1.62	0.22595	0	NA	NA	NA
5.47	-0.079	-0.25	0.80867	0.955543	0.06	0.80867	0	NA	NA	NA
11.12	-0.216	-0.55	0.5893	0.88184	0.31	0.5893	0	NA	NA	NA
11.74	-0.454	-1.33	0.20637	0.656057	1.77	0.20637	0	NA	NA	NA
4.38	0.111	0.17	0.8638	0.969564	0.03	0.8638	0	NA	NA	NA
9	-0.384	-1.18	0.25733	0.700925	1.4	0.25733	0	A_23_P43071	51001	MTERFD1
2.99	0.193	0.53	0.60398	0.887444	0.28	0.60398	0	A_23_P167129	64399	HHIP
3.38	0.408	1.34	0.20229	0.653192	1.8	0.20229	0	NA	NA	NA
4.46	0.876	2.49	0.027	0.360339	6.21	0.027	0	A_24_P315638	116534	MRGPRE
6.5	0.331	0.79	0.4446	0.820552	0.62	0.4446	0	NA	NA	NA
5.8	0.247	0.58	0.5742	0.875553	0.33	0.5742	0	NA	NA	NA
3.81	-0.519	-0.82	0.42841	0.81182	0.67	0.42841	0	NA	NA	NA
8.09	-0.336	-0.96	0.35563	0.767733	0.92	0.35563	0	NA	NA	NA
2.9	0.562	1.36	0.1978	0.648403	1.84	0.1978	0	NA	NA	NA
6.67	-0.15	-0.39	0.70349	0.922822	0.15	0.70349	0	NA	NA	NA
3.2	-0.383	-0.82	0.42826	0.811712	0.67	0.42826	0	NA	NA	NA
4.21	0.258	0.57	0.57925	0.877552	0.32	0.57925	0	NA	NA	NA
9.98	-0.223	-0.57	0.581	0.878568	0.32	0.581	0	NA	NA	NA
11.56	-0.599	-1.72	0.10885	0.54812	2.96	0.10885	0	A_23_P133995	51645	PPIL1
3.34	0.055	0.17	0.86771	0.970689	0.03	0.86771	0	NA	NA	NA
4.93	-0.047	-0.13	0.89695	0.975922	0.02	0.89695	0	NA	NA	NA
9.43	0.547	1.85	0.08767	0.518127	3.41	0.08767	0	NA	NA	NA
7.71	-0.678	-1.39	0.18704	0.639256	1.94	0.18704	0	NA	NA	NA
4.69	1.103	2.9	0.01234	0.277303	8.42	0.01234	0	NA	NA	NA
7.53	-0.667	-1.75	0.10281	0.541458	3.08	0.10281	0	NA	NA	NA
7.89	0.402	0.81	0.43157	0.813297	0.66	0.43157	0	NA	NA	NA
12.45	-0.212	-0.49	0.6345	0.899123	0.24	0.6345	0	NA	NA	NA
11.86	0.316	1.03	0.32302	0.746298	1.06	0.32302	0	NA	NA	NA
2.81	-0.017	-0.04	0.96967	0.992501	0	0.96967	0	NA	NA	NA
9.83	0.339	0.99	0.33832	0.756549	0.99	0.33832	0	A_24_P30567	121665	UNQ1887
2.88	-0.07	-0.2	0.84456	0.964726	0.04	0.84456	0	NA	NA	NA
3.69	-0.424	-1	0.3364	0.755053	1	0.3364	0	NA	NA	NA
9.04	-0.226	-0.47	0.64275	0.901743	0.23	0.64275	0	A_23_P215341	55033	FKBP14
10.45	0.296	0.99	0.33857	0.756793	0.99	0.33857	0	A_23_P126037	6018	RLF
8.02	0.095	0.27	0.78783	0.949858	0.08	0.78783	0	A_24_P276531	79753	SNIP1
3.22	0.451	1.64	0.12402	0.568029	2.7	0.12402	0	NA	NA	NA
9.64	0.089	0.25	0.80806	0.955239	0.06	0.80806	0	NA	NA	NA
4.05	0.826	2.25	0.04274	0.41591	5.04	0.04274	0	A_23_P25698	6554	SLC10A1
9.56	0.099	0.33	0.74454	0.936203	0.11	0.74454	0	A_24_P397584	6903	TBCC
3.96	-0.387	-0.83	0.42025	0.806034	0.69	0.42025	0	A_24_P14932	55779	WDR52
2.84	-0.151	-0.4	0.69408	0.918799	0.16	0.69408	0	NA	NA	NA
3	-0.088	-0.22	0.82653	0.960628	0.05	0.82653	0	NA	NA	NA
7.44	0.071	0.21	0.83845	0.963311	0.04	0.83845	0	NA	NA	NA
9.1	0.149	0.42	0.68452	0.91557	0.17	0.68452	0	A_23_P16562	10147	SFRS14
5.43	-0.925	-1.25	0.23372	0.682721	1.56	0.23372	0	NA	NA	NA
3.2	-0.149	-0.48	0.63727	0.900268	0.23	0.63727	0	A_24_P391868	10814	CPLX2
8.7	0.633	0.81	0.43024	0.812915	0.66	0.43024	0	NA	NA	NA
5.48	1.599	3.1	0.00842	0.245029	9.62	0.00842	0	NA	NA	NA
6.71	-0.103	-0.25	0.80402	0.954307	0.06	0.80402	0	A_23_P344392	4968	OGG1
3.09	0.477	1.25	0.23165	0.681221	1.57	0.23165	0	NA	NA	NA
2.99	-0.208	-0.53	0.60265	0.887379	0.28	0.60265	0	NA	NA	NA
2.62	0.011	0.03	0.97791	0.994405	0	0.97791	0	A_32_P16053	284801	LOC284801
2.56	0.058	0.14	0.89004	0.974685	0.02	0.89004	0	A_32_P850175	23101	MCF2L2
3.97	1.094	3.27	0.00607	0.21713	10.7	0.00607	0	NA	NA	NA
4.79	-0.296	-0.77	0.45643	0.826678	0.59	0.45643	0	A_23_P25348	80724	ACAD10
9.52	-0.575	-1.15	0.27001	0.710971	1.33	0.27001	0	NA	NA	NA
10.87	-0.019	-0.06	0.9514	0.989093	0	0.9514	0	NA	NA	NA
8.5	-0.132	-0.42	0.68132	0.914519	0.18	0.68132	0	NA	NA	NA
2.42	0.321	0.85	0.41148	0.8009	0.72	0.41148	0	NA	NA	NA
9.06	-0.876	-1.45	0.17152	0.624321	2.09	0.17152	0	NA	NA	NA
12.3	0.52	1.15	0.26935	0.710623	1.33	0.26935	0	NA	NA	NA
4.19	0.755	1.84	0.08908	0.520346	3.38	0.08908	0	A_32_P715159	338999	FLJ36131
5.53	0.467	1.13	0.28083	0.718791	1.27	0.28083	0	NA	NA	NA
6.93	-0.622	-0.98	0.34519	0.761768	0.96	0.34519	0	NA	NA	NA
5.49	0.959	2.57	0.02311	0.342434	6.63	0.02311	0	A_23_P38328	80174	DBF4B
10.42	-0.158	-0.43	0.67575	0.913252	0.18	0.67575	0	NA	NA	NA
8.63	-1.039	-2.24	0.04345	0.417726	5	0.04345	0	A_23_P204564	4659	PPP1R12A
3.14	0.509	1.61	0.13101	0.577854	2.6	0.13101	0	NA	NA	NA
10.71	0.226	0.8	0.43572	0.815402	0.65	0.43572	0	A_23_P165574	55677	IWS1
12.62	-0.125	-0.42	0.68023	0.914337	0.18	0.68023	0	NA	NA	NA
5.08	0.693	1.28	0.22319	0.673486	1.64	0.22319	0	NA	NA	NA
2.95	-0.355	-1.07	0.30307	0.734987	1.15	0.30307	0	NA	NA	NA
11.58	-0.803	-1.58	0.13879	0.587567	2.49	0.13879	0	NA	NA	NA
7.1	-0.033	-0.07	0.94377	0.987477	0.01	0.94377	0	NA	NA	NA
12.79	-0.259	-0.87	0.39891	0.795103	0.76	0.39891	0	NA	NA	NA
7.25	0.767	2.3	0.03871	0.400895	5.29	0.03871	0	NA	NA	NA
3.46	-0.438	-1.13	0.27919	0.717888	1.28	0.27919	0	NA	NA	NA
10.93	0.835	2.25	0.04268	0.41591	5.05	0.04268	0	NA	NA	NA
10.05	0.164	0.53	0.60789	0.889443	0.28	0.60789	0	A_23_P422794	286053	NSMCE2
2.84	0.772	1.32	0.2107	0.661575	1.73	0.2107	0	NA	NA	NA
6.73	1.092	2.53	0.02502	0.351889	6.41	0.02502	0	NA	NA	NA
11.35	0.531	1.44	0.17332	0.625719	2.08	0.17332	0	NA	NA	NA
2.54	-0.214	-0.49	0.63108	0.897669	0.24	0.63108	0	NA	NA	NA
11.55	0.354	1.1	0.29224	0.727172	1.2	0.29224	0	NA	NA	NA
7.25	-0.771	-1.4	0.18545	0.638251	1.95	0.18545	0	A_32_P18159	90624	LYRM7
10.21	-1.099	-1.42	0.17899	0.63155	2.02	0.17899	0	A_23_P257583	27147	DENND2A
3.04	-0.093	-0.2	0.84358	0.964679	0.04	0.84358	0	NA	NA	NA
13.08	-0.667	-2.45	0.02901	0.367797	6.02	0.02901	0	NA	NA	NA
9.81	0.2	0.6	0.55964	0.870547	0.36	0.55964	0	NA	NA	NA
