probe	pvalue	adj.pvalue	symbol	probe	entrez	group
213432_at	0.51429	0.999858	MUC5B	213432_at	727897	
213433_at	0.6861	0.999858	ARL3	213433_at	403	
213434_at	0.2076	0.999858	STX2	213434_at	2054	
213435_at	0.49199	0.999858	SATB2	213435_at	23314	
213436_at	0.41834	0.999858	CNR1	213436_at	1268	
213437_at	0.61034	0.999858	RUFY3	213437_at	22902	
213438_at	0.09036	0.999858	NFASC	213438_at	23114	
213439_x_at	0.71086	0.999858	RUNDC3A	213439_x_at	10900	
213440_at	0.99712	0.999858	RAB1A	213440_at	5861	
213441_x_at	0.30987	0.999858	SPDEF	213441_x_at	25803	
213442_x_at	0.31823	0.999858	SPDEF	213442_x_at	25803	
213443_at	0.65727	0.999858	TRADD	213443_at	8717	
213444_at	0.65346	0.999858	ZNF862	213444_at	643641	
213445_at	0.55155	0.999858	ZC3H3	213445_at	23144	
213446_s_at	0.11022	0.999858	IQGAP1	213446_s_at	8826	
213447_at	0.90191	0.999858	IPW /// LOC101930404 /// PWARSN /// SNORD107 /// SNORD115-13 /// SNORD115-26 /// SNORD115-7 /// SNORD116-22 /// SNORD116-28 /// SNORD116-4 /// SNRPN	213447_at	NA	
213448_at	0.00692	0.478213		213448_at	NA	
213449_at	0.70689	0.999858	POP1	213449_at	10940	
213450_s_at	0.83496	0.999858	ICOSLG	213450_s_at	23308	
213451_x_at	0.25539	0.999858	TNXA /// TNXB	213451_x_at	NA	
213452_at	0.60712	0.999858	ZNF184	213452_at	7738	
213453_x_at	0.08221	0.999858	GAPDH	213453_x_at	2597	
213454_at	0.29836	0.999858	APITD1 /// APITD1-CORT	213454_at	NA	
213455_at	0.54189	0.999858	FAM114A1	213455_at	92689	
213456_at	0.89547	0.999858	SOSTDC1	213456_at	25928	
213457_at	0.18069	0.999858	MFHAS1	213457_at	9258	
213460_x_at	0.65818	0.999858	NSUN5P1 /// NSUN5P2	213460_x_at	NA	
213461_at	0.52851	0.999858	NUDT21	213461_at	11051	
213462_at	0.55768	0.999858	NPAS2	213462_at	4862	
213463_s_at	0.05628	0.957116	FAM149B1	213463_s_at	317662	
213464_at	0.24375	0.999858	SHC2	213464_at	25759	
213465_s_at	0.85212	0.999858	PPP1R7	213465_s_at	5510	
213466_at	0.44054	0.999858	RAB40C	213466_at	57799	
213467_at	0.77903	0.999858	RND2	213467_at	8153	
213468_at	0.9582	0.999858	ERCC2	213468_at	2068	
213470_s_at	0.30779	0.999858	HNRNPH1	213470_s_at	3187	
213471_at	0.8111	0.999858	NPHP4	213471_at	261734	
213473_at	0.50309	0.999858	BRAP	213473_at	8315	
213474_at	0.13579	0.999858	KCTD7 /// RABGEF1	213474_at	NA	
213475_s_at	0.98338	0.999858	ITGAL	213475_s_at	3683	
213476_x_at	0.85932	0.999858	TUBB3	213476_x_at	10381	
213477_x_at	0.66601	0.999858	EEF1A1	213477_x_at	1915	
213478_at	0.04919	0.935428	KAZN	213478_at	23254	
213479_at	0.27636	0.999858	NPTX2	213479_at	4885	
213480_at	0.97023	0.999858	VAMP4	213480_at	8674	
213481_at	0.96463	0.999858	S100A13	213481_at	6284	
213483_at	0.88407	0.999858	PPWD1	213483_at	23398	
213484_at	0.7073	0.999858	ADD2	213484_at	119	
213485_s_at	0.0257	0.77948	ABCC10	213485_s_at	89845	
213486_at	0.37998	0.999858	COPG2IT1	213486_at	53844	
213487_at	0.39501	0.999858	MAP2K2	213487_at	5605	
213488_at	0.87236	0.999858	SNED1	213488_at	25992	
213489_at	0.2108	0.999858	MAPRE2	213489_at	10982	
213490_s_at	0.7675	0.999858	MAP2K2	213490_s_at	5605	
213491_x_at	0.74867	0.999858	RPN2	213491_x_at	6185	
213492_at	0.3734	0.999858	COL2A1	213492_at	1280	
213494_s_at	0.57772	0.999858	YY1	213494_s_at	7528	
213495_s_at	0.73118	0.999858	RRBP1	213495_s_at	6238	
213497_at	0.85031	0.999858	ABTB2	213497_at	25841	
213498_at	0.84239	0.999858	CREB3L1	213498_at	90993	
213499_at	0.74297	0.999858	CLCN2	213499_at	1181	
213500_at	0.37324	0.999858		213500_at	NA	
213501_at	0.22609	0.999858	ACOX1	213501_at	51	
213502_x_at	0.4782	0.999858	GUSBP11	213502_x_at	91316	
213503_x_at	0.2822	0.999858	ANXA2	213503_x_at	302	
213504_at	0.97775	0.999858	COPS6	213504_at	10980	
213505_s_at	0.19937	0.999858	SUGP2	213505_s_at	10147	
213506_at	0.93679	0.999858	F2RL1	213506_at	2150	
213507_s_at	0.62139	0.999858	KPNB1	213507_s_at	3837	
213508_at	0.01956	0.72348	SPTSSA	213508_at	171546	
213509_x_at	0.549	0.999858	CES2	213509_x_at	8824	
213510_x_at	0.13092	0.999858	USP32P2	213510_x_at	220594	
213511_s_at	0.40955	0.999858	MTMR1	213511_s_at	8776	
213512_at	0.86179	0.999858	C14orf79	213512_at	122616	
213513_x_at	0.1346	0.999858	ARPC2	213513_x_at	10109	
213514_s_at	0.4943	0.999858	DIAPH1	213514_s_at	1729	
213515_x_at	0.65464	0.999858	HBG1 /// HBG2	213515_x_at	NA	
213517_at	0.57812	0.999858	PCBP2	213517_at	5094	
213518_at	0.38308	0.999858	PRKCI	213518_at	5584	
213519_s_at	0.00766	0.499836	LAMA2	213519_s_at	3908	
213520_at	0.75247	0.999858	RECQL4	213520_at	9401	
213521_at	0.15577	0.999858	PTPN18	213521_at	26469	
213522_s_at	0.60073	0.999858	CSNK1D	213522_s_at	1453	
213523_at	0.03661	0.86144	CCNE1	213523_at	898	
213524_s_at	0.3942	0.999858	G0S2	213524_s_at	50486	
213526_s_at	0.24439	0.999858	LIN37	213526_s_at	55957	
213527_s_at	0.99632	0.999858	ZNF688	213527_s_at	146542	
213528_at	0.73576	0.999858	METTL18	213528_at	92342	
213529_at	0.56849	0.999858	ZNF688	213529_at	146542	
213530_at	0.26957	0.999858	RAB3GAP1	213530_at	22930	
213531_s_at	0.26986	0.999858	RAB3GAP1	213531_s_at	22930	
213532_at	0.06586	0.990699	ADAM17	213532_at	6868	
213533_at	0.15715	0.999858	NSG1	213533_at	27065	
213534_s_at	0.51949	0.999858	PASK	213534_s_at	23178	
213535_s_at	0.90023	0.999858	UBE2I	213535_s_at	7329	
213536_s_at	0.80688	0.999858	LA16c-358B7.3	213536_s_at	NA	
213537_at	0.55614	0.999858	HLA-DPA1	213537_at	3113	
213538_at	0.27975	0.999858	SON	213538_at	6651	
213539_at	0.50447	0.999858	CD3D	213539_at	915	
213540_at	0.06846	0.999858	HSD17B8	213540_at	7923	
213541_s_at	0.08215	0.999858	ERG	213541_s_at	2078	
213542_at	0.14866	0.999858	ZNF710	213542_at	374655	
213544_at	0.3498	0.999858	ING2	213544_at	3622	
213545_x_at	0.58426	0.999858	SNX3	213545_x_at	8724	
213546_at	0.22264	0.999858	DKFZP586I1420	213546_at	222161	
213548_s_at	0.2925	0.999858	CDV3	213548_s_at	55573	
213549_at	0.68449	0.999858	PDZD8	213549_at	118987	
213550_s_at	0.93584	0.999858	IK /// TMCO6	213550_s_at	NA	
213551_x_at	0.07614	0.999858	PCGF2	213551_x_at	7703	
213552_at	0.78029	0.999858	GLCE	213552_at	26035	
213553_x_at	0.97466	0.999858	APOC1	213553_x_at	341	
213554_s_at	0.36956	0.999858	CDV3	213554_s_at	55573	
213556_at	0.91161	0.999858	PINLYP	213556_at	390940	
213557_at	0.89592	0.999858	CDK12	213557_at	51755	
213558_at	0.99557	0.999858	PCLO	213558_at	27445	
213559_s_at	0.68799	0.999858	ZNF467	213559_s_at	168544	
213560_at	0.91321	0.999858	GADD45B	213560_at	4616	
213561_at	0.59782	0.999858	MCM9	213561_at	254394	
213562_s_at	0.52098	0.999858	SQLE	213562_s_at	6713	
213563_s_at	0.23566	0.999858	TUBGCP2	213563_s_at	10844	
213564_x_at	0.0042	0.373823	LDHB	213564_x_at	3945	
213565_s_at	0.10299	0.999858	SMAD6	213565_s_at	4091	
213566_at	0.1777	0.999858	RNASE6	213566_at	6039	
213567_at	0.70025	0.999858	KPNA4	213567_at	3840	
213568_at	0.54463	0.999858	OSR2	213568_at	116039	
213569_at	0.47333	0.999858	LOC100506603	213569_at	NA	
213570_at	0.66233	0.999858	EIF4E2	213570_at	9470	
213571_s_at	0.72746	0.999858	EIF4E2	213571_s_at	9470	
213572_s_at	0.93894	0.999858	SERPINB1	213572_s_at	1992	
213573_at	0.90944	0.999858	KPNB1	213573_at	3837	
213574_s_at	0.4804	0.999858	KPNB1	213574_s_at	3837	
213575_at	0.3873	0.999858	TRA2A	213575_at	29896	
213577_at	0.37179	0.999858	SQLE	213577_at	6713	
213578_at	0.35953	0.999858	BMPR1A	213578_at	657	
213579_s_at	0.88468	0.999858	EP300	213579_s_at	2033	
213581_at	0.43059	0.999858	PDCD2	213581_at	5134	
213583_x_at	0.77755	0.999858	EEF1A1	213583_x_at	1915	
213584_s_at	0.99474	0.999858	CREBZF	213584_s_at	58487	
213585_s_at	0.66617	0.999858	PDCD2	213585_s_at	5134	
213586_at	0.45337	0.999858	CDKN2D	213586_at	1032	
213587_s_at	0.54349	0.999858	ATP6V0E2	213587_s_at	155066	
213588_x_at	0.61987	0.999858	RPL14	213588_x_at	9045	
213590_at	0.91123	0.999858	SLC16A5	213590_at	9121	
213592_at	0.56495	0.999858	APLNR	213592_at	187	
213593_s_at	0.67926	0.999858	TRA2A	213593_s_at	29896	
213594_x_at	0.70878	0.999858	SRSF10	213594_x_at	10772	
213595_s_at	0.40781	0.999858	CDC42BPA	213595_s_at	8476	
213596_at	0.86379	0.999858	CASP4	213596_at	837	
213598_at	0.00038	0.113033		213598_at	NA	
213599_at	0.3057	0.999858	OIP5	213599_at	11339	
213600_at	0.15703	0.999858	SIPA1L3	213600_at	23094	
213601_at	0.64167	0.999858	SLIT1	213601_at	6585	
213602_s_at	0.45476	0.999858		213602_s_at	NA	
213603_s_at	0.45538	0.999858	RAC2	213603_s_at	5880	
213604_at	0.91918	0.999858	TCEB3	213604_at	NA	
213605_s_at	0.43835	0.999858		213605_s_at	NA	
213607_x_at	0.42815	0.999858	NADK	213607_x_at	65220	
213608_s_at	0.33303	0.999858	SRRD	213608_s_at	402055	
213612_x_at	0.0779	0.999858	NBPF10 /// NBPF12 /// NBPF14 /// NBPF15 /// NBPF20 /// NBPF8 /// NBPF9	213612_x_at	NA	
213613_s_at	0.31033	0.999858	NADK	213613_s_at	65220	
213614_x_at	0.71793	0.999858	EEF1A1	213614_x_at	1915	
213615_at	0.74478	0.999858	LPCAT3 /// U47924.30	213615_at	NA	
213616_at	0.01721	0.69975	TPGS2	213616_at	25941	
213617_s_at	0.00634	0.459391	TPGS2	213617_s_at	25941	
213618_at	0.14955	0.999858	ARAP2 /// LOC101928667	213618_at	NA	
213619_at	0.51428	0.999858		213619_at	NA	
213620_s_at	0.43847	0.999858	ICAM2	213620_s_at	3384	
213621_s_at	0.55778	0.999858	GUK1	213621_s_at	2987	
213622_at	0.98323	0.999858	COL9A2	213622_at	1298	
213624_at	0.11388	0.999858	SMPDL3A	213624_at	10924	
213625_at	0.28	0.999858	ZKSCAN4	213625_at	387032	
213626_at	0.28766	0.999858	CBR4	213626_at	84869	
213627_at	0.23232	0.999858	MAGED2	213627_at	10916	
213628_at	0.17696	0.999858	CLCC1	213628_at	23155	
213629_x_at	0.43752	0.999858	MT1F	213629_x_at	4494	
213630_at	0.48864	0.999858	NACAD	213630_at	23148	
213631_x_at	0.80163	0.999858	DHODH	213631_x_at	1723	
213632_at	0.67127	0.999858	DHODH	213632_at	1723	
213633_at	0.2818	0.999858	SH3BP1	213633_at	23616	
213634_s_at	0.547	0.999858	TRMU	213634_s_at	55687	
213636_at	0.82447	0.999858	KIAA1045	213636_at	NA	
213639_s_at	0.90369	0.999858	ZNF500	213639_s_at	26048	
213640_s_at	0.80315	0.999858	LOX	213640_s_at	4015	
213641_at	0.54377	0.999858	ZNF500	213641_at	26048	
213642_at	0.83559	0.999858		213642_at	NA	
213643_s_at	0.58586	0.999858	INPP5B	213643_s_at	3633	
213645_at	0.61725	0.999858	ENOSF1	213645_at	55556	
213646_x_at	0.21593	0.999858	TUBA1B	213646_x_at	10376	
213647_at	0.19602	0.999858	DNA2	213647_at	1763	
213648_at	0.88104	0.999858	EXOSC7	213648_at	23016	
213649_at	0.48833	0.999858	SRSF7	213649_at	6432	
213650_at	0.75696	0.999858	GOLGA8A /// GOLGA8B /// LOC101930583	213650_at	NA	
213651_at	0.93889	0.999858	INPP5J	213651_at	27124	
213653_at	0.53352	0.999858	METTL3	213653_at	56339	
213654_at	0.43715	0.999858	TAF5L	213654_at	27097	
213655_at	0.85459	0.999858		213655_at	NA	
213656_s_at	0.44606	0.999858	KLC1	213656_s_at	3831	
213657_s_at	0.77393	0.999858	AK055981 /// RP11-617F23.1	213657_s_at	NA	
213658_at	0.7126	0.999858	AK055981	213658_at	NA	
213659_at	0.0987	0.999858	ZNF75D	213659_at	7626	
213660_s_at	0.62853	0.999858	TOP3B	213660_s_at	8940	
213661_at	0.09363	0.999858	PAMR1	213661_at	25891	
213664_at	0.26583	0.999858	SLC1A1	213664_at	6505	
213665_at	0.16888	0.999858	SOX4	213665_at	6659	
213666_at	0.38359	0.999858	6-Sep	213666_at	23157	
213667_at	0.54794	0.999858	LOC100862671 /// SRCAP	213667_at	NA	
213669_at	0.90963	0.999858	FCHO1	213669_at	23149	
213670_x_at	0.64024	0.999858	NSUN5P1	213670_x_at	155400	
213671_s_at	0.30616	0.999858	MARS /// MIR6758	213671_s_at	NA	
213672_at	0.98158	0.999858	MARS /// MIR6758	213672_at	NA	
213673_x_at	0.29179	0.999858	NENF	213673_x_at	29937	
213674_x_at	0.77861	0.999858	IGHD	213674_x_at	3495	
213675_at	0.04856	0.932961	PARVA	213675_at	55742	
213676_at	0.61996	0.999858	TMEM151B	213676_at	441151	
213677_s_at	0.4559	0.999858	PMS1	213677_s_at	5378	
213678_at	0.98205	0.999858	TMEM151B	213678_at	441151	
213680_at	0.3026	0.999858	KRT6B	213680_at	3854	
213681_at	0.44356	0.999858	CYHR1	213681_at	50626	
213682_at	0.77951	0.999858	NUP50	213682_at	10762	
213683_at	0.70405	0.999858	ACSL6	213683_at	23305	
213684_s_at	0.48489	0.999858	PDLIM5	213684_s_at	10611	
213685_at	0.82234	0.999858	TCEB3-AS1	213685_at	NA	
213686_at	0.24709	0.999858	VPS13A	213686_at	23230	
213687_s_at	0.99008	0.999858	RPL35A	213687_s_at	6165	
213688_at	0.00594	0.444285	CALM1 /// CALM2 /// CALM3	213688_at	NA	
213689_x_at	0.22543	0.999858	FAM69A	213689_x_at	388650	
213690_s_at	0.65512	0.999858	LOC101928378	213690_s_at	NA	
213691_at	0.79195	0.999858	LOC101928378	213691_at	NA	
213692_s_at	0.94054	0.999858	VDR	213692_s_at	7421	
213693_s_at	0.03319	0.830007	MUC1	213693_s_at	4582	
213694_at	0.12021	0.999858	RSBN1	213694_at	54665	
213695_at	0.68159	0.999858	PON3	213695_at	5446	
213696_s_at	0.77915	0.999858	MED8	213696_s_at	112950	
213697_at	0.24192	0.999858	HIPK3	213697_at	10114	
213698_at	0.64637	0.999858	ZMYM6 /// ZMYM6NB	213698_at	NA	
213699_s_at	0.44877	0.999858	YWHAQ	213699_s_at	10971	
213700_s_at	0.02081	0.733489	PKM	213700_s_at	5315	
213702_x_at	0.00101	0.18264	ASAH1	213702_x_at	427	
213705_at	0.93365	0.999858	GGCX	213705_at	2677	
213706_at	0.6268	0.999858	GPD1	213706_at	2819	
213707_s_at	0.03622	0.86144	DLX5	213707_s_at	1749	
213708_s_at	0.28334	0.999858	MLX	213708_s_at	6945	
213709_at	0.49719	0.999858	BHLHB9	213709_at	80823	
213710_s_at	0.10265	0.999858	CALM1	213710_s_at	801	
213711_at	0.27279	0.999858	KRT81	213711_at	3887	
213712_at	0.30401	0.999858	ELOVL2	213712_at	54898	
213713_s_at	0.75426	0.999858	GLB1L2	213713_s_at	89944	
213715_s_at	0.59712	0.999858	KANK3	213715_s_at	256949	
213716_s_at	0.92572	0.999858	SECTM1	213716_s_at	6398	
213717_at	0.5107	0.999858	LDB3	213717_at	11155	
213718_at	0.17137	0.999858	RBM14-RBM4 /// RBM4	213718_at	NA	
213719_s_at	0.83231	0.999858	SMARCA4	213719_s_at	6597	
213720_s_at	0.73147	0.999858	SMARCA4	213720_s_at	6597	
213722_at	0.98087	0.999858	SOX2	213722_at	6657	
213723_s_at	0.76267	0.999858	IDUA	213723_s_at	3425	
213724_s_at	0.99462	0.999858	PDK2	213724_s_at	5164	
213725_x_at	0.9592	0.999858	XYLT1	213725_x_at	64131	
213726_x_at	0.73772	0.999858	TUBB4B	213726_x_at	10383	
213727_x_at	0.90435	0.999858	MPPE1	213727_x_at	65258	
213728_at	0.17286	0.999858	LAMP1	213728_at	3916	
213729_at	0.74965	0.999858	PRPF40A	213729_at	55660	
213730_x_at	0.27765	0.999858	TCF3	213730_x_at	6929	
213731_s_at	0.54726	0.999858	TCF3	213731_s_at	6929	
213732_at	0.85354	0.999858	TCF3	213732_at	6929	
213733_at	0.52117	0.999858	MYO1F	213733_at	4542	
213734_at	0.48535	0.999858	RFC5	213734_at	5985	
213735_s_at	0.96702	0.999858	COX5B	213735_s_at	1329	
213736_at	0.17532	0.999858	COX5B	213736_at	1329	
213737_x_at	0.41749	0.999858	GOLGA8N	213737_x_at	643699	
213738_s_at	0.29376	0.999858	ATP5A1	213738_s_at	498	
213739_at	0.17574	0.999858	LOC103344931	213739_at	103344931	
213740_s_at	0.60981	0.999858	TMEM262	213740_s_at	100130348	
213741_s_at	0.1941	0.999858	KPNA1	213741_s_at	3836	
213742_at	0.40163	0.999858	SRSF11	213742_at	9295	
213744_at	0.59616	0.999858	ATRNL1	213744_at	26033	
213746_s_at	0.85263	0.999858	FLNA	213746_s_at	2316	
213747_at	0.81983	0.999858		213747_at	NA	
213748_at	0.81049	0.999858	TRIM66	213748_at	9866	
213749_at	0.29179	0.999858	MASP1	213749_at	5648	
213750_at	0.84014	0.999858	RSL1D1	213750_at	26156	
213752_at	0.65186	0.999858	KAZN	213752_at	23254	
213753_x_at	0.82638	0.999858	EIF5A	213753_x_at	1984	
213754_s_at	0.89816	0.999858	PAIP1	213754_s_at	10605	
213755_s_at	0.92182	0.999858		213755_s_at	NA	
213756_s_at	0.44806	0.999858	HSF1	213756_s_at	3297	
213757_at	0.89274	0.999858		213757_at	NA	
213758_at	0.28488	0.999858	COX4I1	213758_at	1327	
213759_at	0.88017	0.999858	ARL4C	213759_at	10123	
213760_s_at	0.60805	0.999858	ZNF330	213760_s_at	27309	
213761_at	0.55272	0.999858	MDM1	213761_at	56890	
213762_x_at	0.6696	0.999858	LOC101928747 /// RBMX /// SNORD61	213762_x_at	NA	
213763_at	0.49777	0.999858	HIPK2	213763_at	28996	
213764_s_at	0.34713	0.999858	MFAP5	213764_s_at	8076	
213765_at	0.33444	0.999858	MFAP5	213765_at	8076	
213766_x_at	0.68721	0.999858	GNA11	213766_x_at	2767	
213767_at	0.77316	0.999858	KSR1	213767_at	8844	
213768_s_at	0.8646	0.999858	ASCL1	213768_s_at	429	
213770_at	0.86128	0.999858	KSR1	213770_at	8844	
213771_at	0.44701	0.999858	IRF2BP1	213771_at	26145	
213772_s_at	0.52265	0.999858	GGA2	213772_s_at	23062	
213773_x_at	0.34905	0.999858	NSUN5	213773_x_at	55695	
213774_s_at	0.53568	0.999858	PPP1R2	213774_s_at	5504	
213775_x_at	0.67293	0.999858	ZNF638 /// ZNF638-IT1	213775_x_at	NA	
213776_at	0.71791	0.999858	LOC157562	213776_at	157562	
213778_x_at	0.29814	0.999858	ZNF276	213778_x_at	92822	
213779_at	0.33358	0.999858	EMID1	213779_at	129080	
213780_at	0.55591	0.999858	TCHH	213780_at	7062	
213781_at	0.62132	0.999858	PPP1R37	213781_at	284352	
213783_at	0.50624	0.999858	MFNG	213783_at	4242	
213784_at	0.89618	0.999858	IFT27	213784_at	11020	
213785_at	0.47748	0.999858	IPO9	213785_at	55705	
213787_s_at	0.10064	0.999858	EBP	213787_s_at	10682	
213788_s_at	0.97001	0.999858		213788_s_at	NA	
213789_at	0.50956	0.999858	EBP	213789_at	10682	
213790_at	0.0014	0.21691	ADAM12	213790_at	8038	
213791_at	0.35014	0.999858	PENK	213791_at	5179	
213792_s_at	0.44645	0.999858	INSR	213792_s_at	3643	
213793_s_at	0.20484	0.999858	HOMER1	213793_s_at	9456	
213794_s_at	0.82164	0.999858	NGDN	213794_s_at	25983	
213795_s_at	0.33457	0.999858	PTPRA	213795_s_at	5786	
213796_at	0.58484	0.999858	SPRR1A	213796_at	6698	
213797_at	0.48773	0.999858	RSAD2	213797_at	91543	
213798_s_at	0.73504	0.999858	CAP1	213798_s_at	10487	
213800_at	0.71376	0.999858	CFH	213800_at	3075	
213801_x_at	0.30657	0.999858	RPSA /// RPSAP19 /// RPSAP58 /// RPSAP9 /// SNORA6 /// SNORA62	213801_x_at	NA	
213803_at	0.31052	0.999858	KPNB1	213803_at	3837	
213804_at	0.7402	0.999858	INPP5B	213804_at	3633	
213805_at	0.80732	0.999858	ABHD5	213805_at	51099	
213806_at	0.99711	0.999858	PURA	213806_at	5813	
213807_x_at	0.96377	0.999858	MET	213807_x_at	4233	
213809_x_at	0.8672	0.999858	TCF3	213809_x_at	6929	
213810_s_at	0.39161	0.999858		213810_s_at	NA	
213811_x_at	0.41898	0.999858	TCF3	213811_x_at	6929	
213812_s_at	0.55542	0.999858	CAMKK2	213812_s_at	10645	
213813_x_at	0.47944	0.999858		213813_x_at	NA	
213814_s_at	0.8145	0.999858	SNTB2	213814_s_at	6645	
213815_x_at	0.94561	0.999858	CACTIN	213815_x_at	58509	
213816_s_at	0.84926	0.999858	MET	213816_s_at	4233	
213817_at	0.1691	0.999858	IRAK3	213817_at	11213	
213818_x_at	0.89469	0.999858	TMEM223	213818_x_at	79064	
213819_s_at	0.77767	0.999858	FLOT1	213819_s_at	10211	
213820_s_at	0.87855	0.999858	STARD5	213820_s_at	80765	
213821_s_at	0.80637	0.999858	IDS	213821_s_at	3423	
213822_s_at	0.63964	0.999858	UBE3B	213822_s_at	89910	
213823_at	0.33052	0.999858	HOXA11	213823_at	3207	
213826_s_at	0.89419	0.999858	H3F3A	213826_s_at	3020	
213827_at	0.83035	0.999858	ARHGAP33	213827_at	115703	
213828_x_at	0.65128	0.999858	H3F3A /// H3F3AP4 /// H3F3B	213828_x_at	NA	
213829_x_at	0.64986	0.999858	RTEL1	213829_x_at	51750	
213830_at	0.93657	0.999858	YME1L1	213830_at	10730	
213831_at	0.25751	0.999858	HLA-DQA1 /// LOC100509457	213831_at	NA	
213832_at	0.7167	0.999858	KCND3	213832_at	3752	
213833_x_at	0.3085	0.999858	NOP16	213833_x_at	51491	
213834_at	0.48467	0.999858	IQSEC3	213834_at	440073	
213835_x_at	0.75238	0.999858	GTPBP3	213835_x_at	84705	
213836_s_at	0.02863	0.799625	WIPI1	213836_s_at	55062	
213837_at	0.3682	0.999858	L3MBTL1	213837_at	26013	
213838_at	0.41205	0.999858	NOL7	213838_at	51406	
213839_at	0.05099	0.949591	CLMN	213839_at	79789	
213841_at	0.75585	0.999858	TNR	213841_at	7143	
213842_x_at	0.11843	0.999858	NSUN5P1 /// NSUN5P2	213842_x_at	NA	
213843_x_at	0.00046	0.123019	SLC6A8	213843_x_at	6535	
213844_at	0.74656	0.999858	HOXA5	213844_at	3202	
213845_at	0.69142	0.999858	GRIK2	213845_at	2898	
213846_at	0.49489	0.999858	COX7C	213846_at	1350	
213847_at	0.63539	0.999858	PRPH	213847_at	5630	
213848_at	0.65686	0.999858	DUSP7	213848_at	1849	
213849_s_at	0.22943	0.999858	PPP2R2B	213849_s_at	5521	
213850_s_at	0.28712	0.999858	SCAF11	213850_s_at	9169	
213851_at	0.76965	0.999858	TMEM110	213851_at	375346	
213852_at	0.40582	0.999858	RBM8A	213852_at	9939	
213853_at	0.64379	0.999858	DNAJC24	213853_at	120526	
213854_at	0.99279	0.999858	SYNGR1	213854_at	9145	
213857_s_at	0.80008	0.999858	CD47	213857_s_at	961	
213858_at	0.81726	0.999858	ZNF250	213858_at	58500	
213859_x_at	0.29743	0.999858	SMARCA5	213859_x_at	8467	
213860_x_at	0.68543	0.999858	CSNK1A1	213860_x_at	1452	
213861_s_at	0.34402	0.999858	METTL21B	213861_s_at	NA	
213864_s_at	0.34282	0.999858	NAP1L1	213864_s_at	4673	
213865_at	0.95515	0.999858	DCBLD2	213865_at	131566	
213866_at	0.86301	0.999858	SAMD14	213866_at	201191	
213867_x_at	0.12904	0.999858	ACTB	213867_x_at	60	
213869_x_at	0.0052	0.420959	THY1	213869_x_at	7070	
213870_at	0.99614	0.999858	COL11A2	213870_at	1302	
213871_s_at	0.10769	0.999858	DNPH1	213871_s_at	10591	
213872_at	0.49096	0.999858		213872_at	NA	
213873_at	0.7148	0.999858	ST3GAL6	213873_at	10402	
213874_at	0.49834	0.999858	SERPINA4	213874_at	5267	
213875_x_at	0.61635	0.999858	C6orf62	213875_x_at	81688	
213876_x_at	0.5652	0.999858	ZRSR2	213876_x_at	8233	
213877_x_at	0.34396	0.999858	TCEB2	213877_x_at	NA	
213878_at	0.07879	0.999858	PYROXD1	213878_at	79912	
213880_at	0.00713	0.489188	LGR5	213880_at	8549	
213881_x_at	0.67435	0.999858	LOC101929087 /// SUMO2 /// SUMO3	213881_x_at	NA	
213882_at	0.92163	0.999858	TM2D1	213882_at	83941	
213883_s_at	0.76551	0.999858	TM2D1	213883_s_at	83941	
213884_s_at	0.53051	0.999858	TRIM3	213884_s_at	10612	
213885_at	0.8017	0.999858	TRIM3	213885_at	10612	
213887_s_at	0.70195	0.999858	POLR2E	213887_s_at	5434	
213888_s_at	0.54456	0.999858	TRAF3IP3	213888_s_at	80342	
213889_at	0.7589	0.999858	PIGL	213889_at	9487	
213890_x_at	0.53898	0.999858	RPS16	213890_x_at	6217	
213891_s_at	0.45667	0.999858	TCF4	213891_s_at	6925	
213892_s_at	0.96391	0.999858	APRT	213892_s_at	353	
213893_x_at	0.76291	0.999858	PMS2P5 /// PMS2P9	213893_x_at	NA	
213894_at	0.17532	0.999858	THSD7A	213894_at	221981	
213895_at	0.30838	0.999858	EMP1	213895_at	2012	
213896_x_at	0.57142	0.999858	FAM149B1	213896_x_at	317662	
213897_s_at	0.17525	0.999858	MRPL23	213897_s_at	6150	
213898_at	0.6822	0.999858	RBFOX2	213898_at	23543	
213900_at	0.99819	0.999858	FAM189A2	213900_at	9413	
213901_x_at	0.6735	0.999858	RBFOX2	213901_x_at	23543	
213902_at	0.00491	0.415033	ASAH1	213902_at	427	
213903_s_at	0.35471	0.999858	RQCD1	213903_s_at	NA	
213905_x_at	0.39413	0.999858	BGN	213905_x_at	633	
213908_at	0.91428	0.999858	WHAMMP2 /// WHAMMP3	213908_at	NA	
213909_at	0.8402	0.999858	LRRC15	213909_at	131578	
213911_s_at	0.6602	0.999858	H2AFZ	213911_s_at	3015	
213912_at	0.82272	0.999858	TBC1D30	213912_at	23329	
213914_s_at	0.10345	0.999858	SPTBN1	213914_s_at	6711	
213915_at	0.70852	0.999858	NKG7	213915_at	4818	
213916_at	0.12463	0.999858	ZNF20 /// ZNF625-ZNF20	213916_at	NA	
213917_at	0.71496	0.999858	PAX8	213917_at	7849	
213918_s_at	0.21168	0.999858	NIPBL	213918_s_at	25836	
213919_at	0.39834	0.999858	DNAJC4	213919_at	3338	
213921_at	0.44281	0.999858	SST	213921_at	6750	
213923_at	0.14766	0.999858	RAP2B	213923_at	5912	
213924_at	0.32955	0.999858	GNAL	213924_at	2774	
213925_at	0.58629	0.999858	C1orf95	213925_at	NA	
